mets	metBiGGID	metChEBIID	metEHMNID	metHMDBID	metHMR2ID	metHepatoNET1ID	metKEGGID	metLipidMapsID	metMetaNetXID	metPubChemID	metRecon3DID	metRetired	metsNoComp
"MAM00962c"	""	""	""	""	"m00962c"	""	""	""	"MNXM10260"	""	"M00962"	"m00962c"	"MAM00962"
"MAM00963c"	""	""	""	""	"m00963c"	""	""	""	"MNXM89469"	""	"M00963"	"m00963c"	"MAM00963"
"MAM00964c"	""	""	""	""	"m00964c"	""	""	""	"MNXM10262"	""	"M00964"	"m00964c"	"MAM00964"
"MAM00965c"	"thbpt4acam"	"CHEBI:15374"	""	"HMDB0002281"	"m00965c"	""	"C15522"	""	"MNXM97271"	"129803"	"thbpt4acam"	"m00965c"	"MAM00965"
"MAM00965n"	"thbpt4acam"	"CHEBI:15374"	""	"HMDB0002281"	"m00965n"	""	"C15522"	""	"MNXM97271"	"129803"	"thbpt4acam"	"m00965n"	"MAM00965"
"MAM00966c"	""	""	""	""	"m00966c"	""	""	""	"MNXM10266"	""	"M00966"	"m00966c"	"MAM00966"
"MAM00967c"	""	""	""	""	"m00967c"	""	""	""	"MNXM4376"	""	"M00967"	"m00967c"	"MAM00967"
"MAM00968c"	""	""	""	""	"m00968c"	"HC02110"	"C05103"	""	"MNXM1804"	"22212495"	"HC02110"	"m00968c"	"MAM00968"
"MAM00969c"	"4abutn"	"CHEBI:17769"	""	"HMDB0001080"	"m00969c"	"HC00428"	"C00555"	""	"MNXM422"	"118"	"4abutn"	"m00969c"	"MAM00969"
"MAM00969m"	"4abutn"	"CHEBI:17769"	""	"HMDB0001080"	"m00969m"	"HC00428"	"C00555"	""	"MNXM422"	"118"	"4abutn"	"m00969m"	"MAM00969"
"MAM00969e"	"4abutn"	"CHEBI:17769"	""	"HMDB0001080"	"m00969s"	"HC00428"	"C00555"	""	"MNXM422"	"118"	"4abutn"	"m00969s"	"MAM00969"
"MAM00970c"	"4abut"	"CHEBI:16865"	""	"HMDB0000112"	"m00970c"	"HC00284"	"C00334"	""	"MNXM192"	"119"	"4abut"	"m00970c"	"MAM00970"
"MAM00970l"	"4abut"	"CHEBI:16865"	""	"HMDB0000112"	"m00970l"	"HC00284"	"C00334"	""	"MNXM192"	"119"	"4abut"	"m00970l"	"MAM00970"
"MAM00970m"	"4abut"	"CHEBI:16865"	""	"HMDB0000112"	"m00970m"	"HC00284"	"C00334"	""	"MNXM192"	"119"	"4abut"	"m00970m"	"MAM00970"
"MAM00970e"	"4abut"	"CHEBI:16865"	""	"HMDB0000112"	"m00970s"	"HC00284"	"C00334"	""	"MNXM192"	"119"	"4abut"	"m00970s"	"MAM00970"
"MAM00971c"	"andrstndn"	"CHEBI:16422"	""	"HMDB0000053"	"m00971c"	""	"C00280"	"LMST02020007"	"MNXM162523;MNXM239"	"6128"	"andrstndn"	"m00971c"	"MAM00971"
"MAM00971r"	"andrstndn"	"CHEBI:16422"	""	"HMDB0000053"	"m00971r"	""	"C00280"	"LMST02020007"	"MNXM162523;MNXM239"	"6128"	"andrstndn"	"m00971r"	"MAM00971"
"MAM00972c"	""	""	""	""	"m00972c"	""	"C14846"	""	"MNXM10173"	""	"M00972"	"m00972c"	"MAM00972"
"MAM00973c"	""	""	""	""	"m00973c"	""	"C14843"	""	"MNXM5540"	""	"M00973"	"m00973c"	"MAM00973"
"MAM00974c"	""	""	""	""	"m00974c"	""	"C14453"	""	"MNXM6869"	""	"M00974"	"m00974c"	"MAM00974"
"MAM00975c"	""	""	""	""	"m00975c"	""	"C14845"	""	"MNXM6870"	""	"M00975"	"m00975c"	"MAM00975"
"MAM00976c"	""	"CHEBI:48714"	""	""	"m00976c"	""	""	""	"MNXM30755;MNXM39194"	""	"M00976"	"m00976c"	"MAM00976"
"MAM00977c"	""	""	""	""	"m00977c"	""	""	"LMST04030158"	"MNXM39196"	""	"M00977"	"m00977c"	"MAM00977"
"MAM00978c"	""	""	""	""	"m00978c"	""	""	"LMST04030170"	"MNXM10437;MNXM30757"	""	"M00978"	"m00978c"	"MAM00978"
"MAM00979c"	""	""	""	""	"m00979c"	""	""	"LMST04030157"	"MNXM6137"	""	"M00979"	"m00979c"	"MAM00979"
"MAM00980m"	""	""	"CE2431"	""	"m00980m"	""	""	""	"MNXM90161"	"6443609"	"dece4coa"	"m00980m"	"MAM00980"
"MAM00980x"	""	""	"CE2431"	""	"m00980p"	""	""	""	"MNXM90161"	"6443609"	"dece4coa"	"m00980p"	"MAM00980"
"MAM00981c"	"T4hcinnm"	"CHEBI:32373"	""	""	"m00981c"	""	"C00811"	""	"MNXM505"	"637542"	"T4hcinnm"	"m00981c"	"MAM00981"
"MAM00982c"	"coucoa"	"CHEBI:15499"	""	""	"m00982c"	""	"C00223"	""	"MNXM264"	"147899"	"coucoa"	"m00982c"	"MAM00982"
"MAM00983c"	""	""	"CE2576"	""	"m00983c"	""	""	""	"MNXM14753"	"55189"	"CE2576"	"m00983c"	"MAM00983"
"MAM00984c"	""	""	"CE6444"	""	"m00984c"	""	""	""	"MNXM163681"	""	"CE6444"	"m00984c"	"MAM00984"
"MAM00985c"	""	""	""	""	"m00985c"	""	"C19565"	""	"MNXM10188"	""	"M00985"	"m00985c"	"MAM00985"
"MAM00986c"	"hestratriol"	""	"CE2179"	"HMDB0005896"	"m00986c"	""	"C14209"	"LMST02010028"	"MNXM91434"	"44348689"	"hestratriol"	"m00986c"	"MAM00986"
"MAM00986l"	"hestratriol"	""	"CE2179"	"HMDB0005896"	"m00986l"	""	"C14209"	"LMST02010028"	"MNXM91434"	"44348689"	"hestratriol"	"m00986l"	"MAM00986"
"MAM00986r"	"hestratriol"	""	"CE2179"	"HMDB0005896"	"m00986r"	""	"C14209"	"LMST02010028"	"MNXM91434"	"44348689"	"hestratriol"	"m00986r"	"MAM00986"
"MAM00986e"	"hestratriol"	""	"CE2179"	"HMDB0005896"	"m00986s"	""	"C14209"	"LMST02010028"	"MNXM91434"	"44348689"	"hestratriol"	"m00986s"	"MAM00986"
"MAM00987c"	""	""	"CE5243"	""	"m00987c"	""	""	""	"MNXM151160"	""	"CE5243"	"m00987c"	"MAM00987"
"MAM00987m"	""	""	"CE5243"	""	"m00987m"	""	""	""	"MNXM151160"	""	"CE5243"	"m00987m"	"MAM00987"
"MAM00987x"	""	""	"CE5243"	""	"m00987p"	""	""	""	"MNXM151160"	""	"CE5243"	"m00987p"	"MAM00987"
"MAM00987r"	""	""	"CE5243"	""	"m00987r"	""	""	""	"MNXM151160"	""	"CE5243"	"m00987r"	"MAM00987"
"MAM00988c"	""	"CHEBI:58968"	"CE2006"	"HMDB0004362"	"m00988c"	""	""	"LMFA06000051"	"MNXM6110"	"5283344"	"CE2006"	"m00988c"	"MAM00988"
"MAM00989m"	"4h2oglt"	"CHEBI:30923"	""	""	"m00989m"	""	"C01127"	""	"MNXM894;MNXM97048"	"599"	"4h2oglt"	"m00989m"	"MAM00989"
"MAM00990c"	"kynate"	"CHEBI:18344"	""	"HMDB0000715"	"m00990c"	""	"C01717"	""	"MNXM92974"	"3845"	"kynate"	"m00990c"	"MAM00990"
"MAM00991c"	""	""	"CE1957"	""	"m00991c"	""	""	""	"MNXM31169"	"447364"	"CE1957"	"m00991c"	"MAM00991"
"MAM00992c"	""	""	""	""	"m00992c"	""	"C19566"	""	"MNXM10190"	""	"M00992"	"m00992c"	"MAM00992"
"MAM00993c"	""	"CHEBI:63795"	"CE2956"	"HMDB0006254"	"m00993c"	""	"C16677"	""	"MNXM10631"	"6438629"	"CE2956"	"m00993c"	"MAM00993"
"MAM00993r"	""	"CHEBI:63795"	"CE2956"	"HMDB0006254"	"m00993r"	""	"C16677"	""	"MNXM10631"	"6438629"	"CE2956"	"m00993r"	"MAM00993"
"MAM00994c"	""	""	"CE2961"	""	"m00994c"	""	""	""	"MNXM151179"	"54359871"	"CE2961"	"m00994c"	"MAM00994"
"MAM00994r"	""	""	"CE2961"	""	"m00994r"	""	""	""	"MNXM151179"	"54359871"	"CE2961"	"m00994r"	"MAM00994"
"MAM00995c"	"4hbz"	"CHEBI:30763"	""	"HMDB0000500"	"m00995c"	""	"C00156"	""	"MNXM164"	"135"	"4hbz"	"m00995c"	"MAM00995"
"MAM00995m"	"4hbz"	"CHEBI:30763"	""	"HMDB0000500"	"m00995m"	""	"C00156"	""	"MNXM164"	"135"	"4hbz"	"m00995m"	"MAM00995"
"MAM00996c"	"4hbzcoa"	""	""	""	"m00996c"	""	"C02949"	""	"MNXM739"	""	"4hbzcoa"	"m00996c"	"MAM00996"
"MAM00997c"	""	""	"CE6453"	""	"m00997c"	""	""	""	"MNXM37505"	"53481519"	"CE6453"	"m00997c"	"MAM00997"
"MAM00998c"	"4hdebrisoquine"	"CHEBI:63800"	""	"HMDB0006468"	"m00998c"	""	""	""	"MNXM10135"	"107669"	"4hdebrisoquine"	"m00998c"	"MAM00998"
"MAM00998e"	"4hdebrisoquine"	"CHEBI:63800"	""	"HMDB0006468"	"m00998s"	""	""	""	"MNXM10135"	"107669"	"4hdebrisoquine"	"m00998s"	"MAM00998"
"MAM00999c"	""	""	"CE6452"	""	"m00999c"	""	""	""	"MNXM166383"	""	"CE6452"	"m00999c"	"MAM00999"
"MAM01000c"	""	""	"CE2180"	"HMDB0005895"	"m01000c"	""	""	""	"MNXM37528"	"53477797"	"CE2180"	"m01000c"	"MAM01000"
"MAM01000l"	""	""	"CE2180"	"HMDB0005895"	"m01000l"	""	""	""	"MNXM37528"	"53477797"	"CE2180"	"m01000l"	"MAM01000"
"MAM01000r"	""	""	"CE2180"	"HMDB0005895"	"m01000r"	""	""	""	"MNXM37528"	"53477797"	"CE2180"	"m01000r"	"MAM01000"
"MAM01001c"	""	""	"CE5244"	""	"m01001c"	""	""	""	"MNXM37530"	"53481521"	"CE5244"	"m01001c"	"MAM01001"
"MAM01001m"	""	""	"CE5244"	""	"m01001m"	""	""	""	"MNXM37530"	"53481521"	"CE5244"	"m01001m"	"MAM01001"
"MAM01001x"	""	""	"CE5244"	""	"m01001p"	""	""	""	"MNXM37530"	"53481521"	"CE5244"	"m01001p"	"MAM01001"
"MAM01001r"	""	""	"CE5244"	""	"m01001r"	""	""	""	"MNXM37530"	"53481521"	"CE5244"	"m01001r"	"MAM01001"
"MAM01002c"	"4hoxpacd"	"CHEBI:15621"	""	""	"m01002c"	""	"C03765"	""	"MNXM479"	"440113"	"4hoxpacd"	"m01002c"	"MAM01002"
"MAM01003c"	"4hphac"	"CHEBI:18101"	""	"HMDB0000020"	"m01003c"	""	"C00642"	""	"MNXM3863"	"127"	"4hphac"	"m01003c"	"MAM01003"
"MAM01003e"	"4hphac"	"CHEBI:18101"	""	"HMDB0000020"	"m01003s"	""	"C00642"	""	"MNXM3863"	"127"	"4hphac"	"m01003s"	"MAM01003"
"MAM01004c"	"34hpl"	"CHEBI:17385"	""	"HMDB0000755"	"m01004c"	""	"C03672"	""	"MNXM114141"	"9378"	"34hpl"	"m01004c"	"MAM01004"
"MAM01005c"	"34hpp"	"CHEBI:15999"	""	"HMDB0000707"	"m01005c"	"HC00699"	"C01179"	""	"MNXM153"	"979"	"34hpp"	"m01005c"	"MAM01005"
"MAM01005m"	"34hpp"	"CHEBI:15999"	""	"HMDB0000707"	"m01005m"	"HC00699"	"C01179"	""	"MNXM153"	"979"	"34hpp"	"m01005m"	"MAM01005"
"MAM01006c"	"hretn"	"CHEBI:63795"	""	"HMDB0006254"	"m01006c"	""	"C16677"	""	"MNXM8133"	"6438629"	"hretn"	"m01006c"	"MAM01006"
"MAM01006e"	"hretn"	"CHEBI:63795"	""	"HMDB0006254"	"m01006s"	""	"C16677"	""	"MNXM8133"	"6438629"	"hretn"	"m01006s"	"MAM01006"
"MAM01007c"	"4mtolbutamide"	"CHEBI:63799"	""	"HMDB0006408"	"m01007c"	""	""	""	"MNXM10136"	"3656"	"4mtolbutamide"	"m01007c"	"MAM01007"
"MAM01007e"	"4mtolbutamide"	"CHEBI:63799"	""	"HMDB0006408"	"m01007s"	""	""	""	"MNXM10136"	"3656"	"4mtolbutamide"	"m01007s"	"MAM01007"
"MAM01008c"	""	""	"CE1761"	""	"m01008c"	""	""	""	"MNXM164305"	"4363341"	"CE1761"	"m01008c"	"MAM01008"
"MAM01008r"	""	""	"CE1761"	""	"m01008r"	""	""	""	"MNXM164305"	"4363341"	"CE1761"	"m01008r"	"MAM01008"
"MAM01009c"	"4izp"	""	""	""	"m01009c"	"HC01157"	"C03680"	""	"MNXM90394"	"128"	"4izp"	"m01009c"	"MAM01009"
"MAM01010c"	"4mlacac"	"CHEBI:47904"	""	""	"m01010c"	"HC00635"	"C01036"	""	"MNXM691"	"5280393"	"4mlacac"	"m01010c"	"MAM01010"
"MAM01011c"	""	""	"CE2186"	""	"m01011c"	""	""	""	"MNXM37599"	"29983092"	"CE2186"	"m01011c"	"MAM01011"
"MAM01012c"	""	""	"CE2189"	""	"m01012c"	""	""	""	"MNXM151212"	"194066"	"CE2189"	"m01012c"	"MAM01012"
"MAM01013c"	"4mop"	"CHEBI:48430"	""	"HMDB0000695"	"m01013c"	"HC00211"	"C00233"	""	"MNXM404"	"70"	"4mop"	"m01013c"	"MAM01013"
"MAM01013m"	"4mop"	"CHEBI:48430"	""	"HMDB0000695"	"m01013m"	"HC00211"	"C00233"	""	"MNXM404"	"70"	"4mop"	"m01013m"	"MAM01013"
"MAM01014c"	""	""	""	""	"m01014c"	""	""	""	"MNXM37636"	""	"M01014"	"m01014c"	"MAM01014"
"MAM01015m"	""	""	"CE4808"	""	"m01015m"	""	""	""	"MNXM149082"	""	"CE4808"	"m01015m"	"MAM01015"
"MAM01016c"	"2kmb"	"CHEBI:33574"	""	""	"m01016c"	""	"C01180"	"LMFA01060170"	"MNXM276"	""	"2kmb"	"m01016c"	"MAM01016"
"MAM01017m"	""	""	"CE4807"	""	"m01017m"	""	""	""	""	""	"CE4807"	"m01017m"	"MAM01017"
"MAM01018c"	""	""	""	""	"m01018c"	""	"C04375"	""	"MNXM6113"	""	"M01018"	"m01018c"	"MAM01018"
"MAM01019c"	"24nph"	"CHEBI:16318"	""	"HMDB0002916"	"m01019c"	""	"C02235"	""	"MNXM9757"	"3505109"	"24nph"	"m01019c"	"MAM01019"
"MAM01019e"	"24nph"	"CHEBI:16318"	""	"HMDB0002916"	"m01019s"	""	"C02235"	""	"MNXM9757"	"3505109"	"24nph"	"m01019s"	"MAM01019"
"MAM01020e"	""	"CHEBI:17440"	""	""	"m01020s"	"HC01104"	"C03360"	""	"MNXM3867"	"378"	"HC01104"	"m01020s"	"MAM01020"
"MAM01021c"	"4nphsf"	"CHEBI:35422"	""	"HMDB0006492"	"m01021c"	""	""	""	"MNXM10226"	"80349"	"4nphsf"	"m01021c"	"MAM01021"
"MAM01021e"	"4nphsf"	"CHEBI:35422"	""	"HMDB0006492"	"m01021s"	""	""	""	"MNXM10226"	"80349"	"4nphsf"	"m01021s"	"MAM01021"
"MAM01022c"	""	""	"CE5591"	""	"m01022c"	""	""	""	"MNXM164316"	""	"CE5591"	"m01022c"	"MAM01022"
"MAM01022r"	""	""	"CE5591"	""	"m01022r"	""	""	""	"MNXM164316"	""	"CE5591"	"m01022r"	"MAM01022"
"MAM01023c"	""	""	"CE5592"	""	"m01023c"	""	""	""	"MNXM164317"	""	"CE5592"	"m01023c"	"MAM01023"
"MAM01023r"	""	""	"CE5592"	""	"m01023r"	""	""	""	"MNXM164317"	""	"CE5592"	"m01023r"	"MAM01023"
"MAM01024c"	""	""	"CE5593"	""	"m01024c"	""	""	""	"MNXM37693"	"14015984"	"CE5593"	"m01024c"	"MAM01024"
"MAM01024r"	""	""	"CE5593"	""	"m01024r"	""	""	""	"MNXM37693"	"14015984"	"CE5593"	"m01024r"	"MAM01024"
"MAM01025c"	""	""	""	""	"m01025c"	""	"C19567"	""	"MNXM10233"	""	"M01025"	"m01025c"	"MAM01025"
"MAM01026c"	"oretn"	""	"CE5654"	""	"m01026c"	""	""	""	"MNXM37697;MNXM6902"	"104857"	"CE5654;oretn"	"m01026c"	"MAM01026"
"MAM01026r"	"oretn"	""	"CE5654"	""	"m01026r"	""	""	""	"MNXM37697;MNXM6902"	"104857"	"CE5654;oretn"	"m01026r"	"MAM01026"
"MAM01027c"	""	"CHEBI:58972"	"CE2577"	""	"m01027c"	""	""	""	"MNXM7935"	"216297"	"CE2577"	"m01027c"	"MAM01027"
"MAM01028c"	""	""	"CE5652"	""	"m01028c"	""	""	""	""	""	"CE5652"	"m01028c"	"MAM01028"
"MAM01028r"	""	""	"CE5652"	""	"m01028r"	""	""	""	""	""	"CE5652"	"m01028r"	"MAM01028"
"MAM01029c"	""	""	"CE5653"	""	"m01029c"	""	""	""	"MNXM163202"	"54518673"	"CE5653"	"m01029c"	"MAM01029"
"MAM01029r"	""	""	"CE5653"	""	"m01029r"	""	""	""	"MNXM163202"	"54518673"	"CE5653"	"m01029r"	"MAM01029"
"MAM01030c"	""	""	"CE5757"	""	"m01030c"	""	""	""	"MNXM151235"	""	"CE5757"	"m01030c"	"MAM01030"
"MAM01030r"	""	""	"CE5757"	""	"m01030r"	""	""	""	"MNXM151235"	""	"CE5757"	"m01030r"	"MAM01030"
"MAM01031c"	""	""	"CE2954"	""	"m01031c"	""	""	""	""	""	"CE2954"	"m01031c"	"MAM01031"
"MAM01031r"	""	""	"CE2954"	""	"m01031r"	""	""	""	""	""	"CE2954"	"m01031r"	"MAM01031"
"MAM01032c"	""	""	""	""	"m01032c"	""	"C16683"	""	"MNXM37704"	""	"M01032"	"m01032c"	"MAM01032"
"MAM01033c"	"4pyrdx"	"CHEBI:17405"	""	"HMDB0000017"	"m01033c"	""	"C00847"	""	"MNXM163205"	"6723"	"4pyrdx"	"m01033c"	"MAM01033"
"MAM01033e"	"4pyrdx"	"CHEBI:17405"	""	"HMDB0000017"	"m01033s"	""	"C00847"	""	"MNXM163205"	"6723"	"4pyrdx"	"m01033s"	"MAM01033"
"MAM01034c"	"4tmeabut"	"CHEBI:18020"	""	""	"m01034c"	""	"C01149"	""	"MNXM163683;MNXM940"	"133"	"4tmeabut"	"m01034c"	"MAM01034"
"MAM01035c"	""	""	""	""	"m01035c"	""	"C19578"	""	"MNXM10286"	""	"M01035"	"m01035c"	"MAM01035"
"MAM01036c"	""	""	""	""	"m01036c"	""	"C04487"	""	"MNXM78106"	""	"M01036"	"m01036c"	"MAM01036"
"MAM01037m"	""	""	"CE5970"	""	"m01037m"	""	""	""	"MNXM163206"	""	"CE5970"	"m01037m"	"MAM01037"
"MAM01037x"	""	""	"CE5970"	""	"m01037p"	""	""	""	"MNXM163206"	""	"CE5970"	"m01037p"	"MAM01037"
"MAM01038c"	""	""	"CE7109"	""	"m01038c"	""	""	""	"MNXM162636"	""	"CE7109"	"m01038c"	"MAM01038"
"MAM01038n"	""	""	"CE7109"	""	"m01038n"	""	""	""	"MNXM162636"	""	"CE7109"	"m01038n"	"MAM01038"
"MAM01038x"	""	""	"CE7109"	""	"m01038p"	""	""	""	"MNXM162636"	""	"CE7109"	"m01038p"	"MAM01038"
"MAM01038r"	""	""	"CE7109"	""	"m01038r"	""	""	""	"MNXM162636"	""	"CE7109"	"m01038r"	"MAM01038"
"MAM01039c"	""	""	"CE7085"	""	"m01039c"	""	""	"LMFA03070010"	"MNXM163687"	"1766"	"CE7085"	"m01039c"	"MAM01039"
"MAM01039x"	""	""	"CE7085"	""	"m01039p"	""	""	"LMFA03070010"	"MNXM163687"	"1766"	"CE7085"	"m01039p"	"MAM01039"
"MAM01040c"	""	"CHEBI:28209"	""	"HMDB0011134"	"m01040c"	""	"C04805"	"LMFA03060002"	"MNXM38414"	"5280733"	"C04805"	"m01040c"	"MAM01040"
"MAM01040m"	""	"CHEBI:28209"	""	"HMDB0011134"	"m01040m"	""	"C04805"	"LMFA03060002"	"MNXM38414"	"5280733"	"C04805"	"m01040m"	"MAM01040"
"MAM01040r"	""	"CHEBI:28209"	""	"HMDB0011134"	"m01040r"	""	"C04805"	"LMFA03060002"	"MNXM38414"	"5280733"	"C04805"	"m01040r"	"MAM01040"
"MAM01041c"	""	""	"CE6508"	""	"m01041c"	""	""	"LMFA03070001"	"MNXM163212"	""	"CE6508"	"m01041c"	"MAM01041"
"MAM01041n"	""	""	"CE6508"	""	"m01041n"	""	""	"LMFA03070001"	"MNXM163212"	""	"CE6508"	"m01041n"	"MAM01041"
"MAM01042c"	"5HPET"	"CHEBI:15632"	""	""	"m01042c"	""	""	"LMFA03060012"	"MNXM163693;MNXM808"	"5280778"	"5HPET"	"m01042c"	"MAM01042"
"MAM01042m"	"5HPET"	"CHEBI:15632"	""	""	"m01042m"	""	""	"LMFA03060012"	"MNXM163693;MNXM808"	"5280778"	"5HPET"	"m01042m"	"MAM01042"
"MAM01043c"	""	""	"CE1262"	""	"m01043c"	""	""	""	""	""	"CE1262"	"m01043c"	"MAM01043"
"MAM01044c"	"methf"	"CHEBI:15638"	""	""	"m01044c"	"HC00360"	"C00445"	""	"MNXM511"	"644350"	"methf"	"m01044c"	"MAM01044"
"MAM01044m"	"methf"	"CHEBI:15638"	""	""	"m01044m"	"HC00360"	"C00445"	""	"MNXM511"	"644350"	"methf"	"m01044m"	"MAM01044"
"MAM01045c"	"mlthf"	"CHEBI:1989"	""	""	"m01045c"	"HC00140"	"C00143"	""	"MNXM183"	"439175"	"mlthf"	"m01045c"	"MAM01045"
"MAM01045m"	"mlthf"	"CHEBI:1989"	""	""	"m01045m"	"HC00140"	"C00143"	""	"MNXM183"	"439175"	"mlthf"	"m01045m"	"MAM01045"
"MAM01046c"	""	""	"CE7114"	""	"m01046c"	""	""	""	"MNXM166517"	""	"CE7114"	"m01046c"	"MAM01046"
"MAM01047c"	""	""	"CE6247"	""	"m01047c"	""	""	""	"MNXM164328"	"1589"	"CE6247"	"m01047c"	"MAM01047"
"MAM01048c"	""	""	"CE6246"	""	"m01048c"	""	""	"LMFA03060052"	"MNXM37877;MNXM487460"	""	"CE6246"	"m01048c"	"MAM01048"
"MAM01049c"	""	""	"CE7084"	""	"m01049c"	""	""	""	"MNXM166518"	""	"CE7084"	"m01049c"	"MAM01049"
"MAM01050c"	""	""	"CE7096"	""	"m01050c"	""	""	"LMFA03060010"	"MNXM164329"	"5283158"	"CE7096"	"m01050c"	"MAM01050"
"MAM01051c"	""	""	""	""	"m01051c"	""	""	"LMFA03050004"	"MNXM8159"	""	"M01051"	"m01051c"	"MAM01051"
"MAM01052c"	"56dura"	"CHEBI:15901"	""	"HMDB0000076"	"m01052c"	"HC00348"	"C00429"	""	"MNXM506"	"649"	"56dura"	"m01052c"	"MAM01052"
"MAM01053c"	"56dihindlcrbxlt"	"CHEBI:2003"	""	"HMDB0001253"	"m01053c"	""	"C04185"	""	"MNXM10284;MNXM2947"	"119405"	"56dihindlcrbxlt"	"m01053c"	"MAM01053"
"MAM01054c"	""	"CHEBI:34450"	""	"HMDB0002190"	"m01054c"	""	"C14768"	"LMFA03080002"	"MNXM6120"	"5283202"	"C14768"	"m01054c"	"MAM01054"
"MAM01054r"	""	"CHEBI:34450"	""	"HMDB0002190"	"m01054r"	""	"C14768"	"LMFA03080002"	"MNXM6120"	"5283202"	"C14768"	"m01054r"	"MAM01054"
"MAM01055c"	""	""	"CE2727"	""	"m01055c"	""	""	""	""	""	"CE2727"	"m01055c"	"MAM01055"
"MAM01056c"	""	""	"CE7110"	""	"m01056c"	""	""	""	"MNXM163684"	""	"CE7110"	"m01056c"	"MAM01056"
"MAM01057c"	""	""	"CE2963"	""	"m01057c"	""	""	""	"MNXM164331"	"536537"	"CE2963"	"m01057c"	"MAM01057"
"MAM01057r"	""	""	"CE2963"	""	"m01057r"	""	""	""	"MNXM164331"	"536537"	"CE2963"	"m01057r"	"MAM01057"
"MAM01058c"	""	""	"CE2567"	""	"m01058c"	""	""	"LMFA03060075"	"MNXM162458;MNXM6912"	""	"CE2567"	"m01058c"	"MAM01058"
"MAM01058n"	""	""	"CE2567"	""	"m01058n"	""	""	"LMFA03060075"	"MNXM162458;MNXM6912"	""	"CE2567"	"m01058n"	"MAM01058"
"MAM01058x"	""	""	"CE2567"	""	"m01058p"	""	""	"LMFA03060075"	"MNXM162458;MNXM6912"	""	"CE2567"	"m01058p"	"MAM01058"
"MAM01058r"	""	""	"CE2567"	""	"m01058r"	""	""	"LMFA03060075"	"MNXM162458;MNXM6912"	""	"CE2567"	"m01058r"	"MAM01058"
"MAM01059c"	""	""	"CE1562"	""	"m01059c"	""	"C17938"	""	"MNXM6292"	""	"CE1562"	"m01059c"	"MAM01059"
"MAM01060c"	""	""	"CE2964"	""	"m01060c"	""	""	""	"MNXM164331"	"92945"	"CE2964"	"m01060c"	"MAM01060"
"MAM01061c"	""	""	"CE5828"	""	"m01061c"	""	""	""	"MNXM130498"	""	"CE5828"	"m01061c"	"MAM01061"
"MAM01062c"	""	""	"CE5931"	""	"m01062c"	""	""	""	""	""	"CE5931"	"m01062c"	"MAM01062"
"MAM01063c"	""	""	"CE5930"	""	"m01063c"	""	""	""	""	""	"CE5930"	"m01063c"	"MAM01063"
"MAM01064c"	"andrstandn"	"CHEBI:15994"	""	"HMDB0000899"	"m01064c"	""	"C00674"	""	"MNXM162928;MNXM2200"	"222865"	"andrstandn"	"m01064c"	"MAM01064"
"MAM01064r"	"andrstandn"	"CHEBI:15994"	""	"HMDB0000899"	"m01064r"	""	"C00674"	""	"MNXM162928;MNXM2200"	"222865"	"andrstandn"	"m01064r"	"MAM01064"
"MAM01065c"	""	"CHEBI:36713"	"CE2209"	"HMDB0000554"	"m01065c"	""	""	"LMST02020052"	"MNXM90931"	"15818"	"CE2209"	"m01065c"	"MAM01065"
"MAM01066c"	"chlstol"	"CHEBI:16290"	""	""	"m01066c"	"HC01452"	"C05439"	""	"MNXM162749;MNXM830"	""	"chlstol"	"m01066c"	"MAM01066"
"MAM01067c"	""	"CHEBI:52386"	""	""	"m01067c"	""	""	"LMST01010168"	"MNXM2876"	""	"M01067"	"m01067c"	"MAM01067"
"MAM01068c"	""	""	""	""	"m01068c"	""	""	"LMST01010239"	"MNXM8184"	""	"M01068"	"m01068c"	"MAM01068"
"MAM01069c"	"5adtststerone"	"CHEBI:16330"	""	"HMDB0002961"	"m01069c"	""	"C03917"	"LMST02020042"	"MNXM162520;MNXM623"	"10635"	"5adtststerone"	"m01069c"	"MAM01069"
"MAM01069r"	"5adtststerone"	"CHEBI:16330"	""	"HMDB0002961"	"m01069r"	""	"C03917"	"LMST02020042"	"MNXM162520;MNXM623"	"10635"	"5adtststerone"	"m01069r"	"MAM01069"
"MAM01069e"	"5adtststerone"	"CHEBI:16330"	""	"HMDB0002961"	"m01069s"	""	"C03917"	"LMST02020042"	"MNXM162520;MNXM623"	"10635"	"5adtststerone"	"m01069s"	"MAM01069"
"MAM01070c"	"5adtststeroneglc"	""	""	"HMDB0006203"	"m01070c"	""	""	""	"MNXM8181"	"44263365"	"5adtststeroneglc"	"m01070c"	"MAM01070"
"MAM01070r"	"5adtststeroneglc"	""	""	"HMDB0006203"	"m01070r"	""	""	""	"MNXM8181"	"44263365"	"5adtststeroneglc"	"m01070r"	"MAM01070"
"MAM01070e"	"5adtststeroneglc"	""	""	"HMDB0006203"	"m01070s"	""	""	""	"MNXM8181"	"44263365"	"5adtststeroneglc"	"m01070s"	"MAM01070"
"MAM01071c"	"5adtststerones"	""	""	"HMDB0006278"	"m01071c"	""	""	"LMST05020023"	"MNXM10347"	"18665256"	"5adtststerones"	"m01071c"	"MAM01071"
"MAM01071e"	"5adtststerones"	""	""	"HMDB0006278"	"m01071s"	""	""	"LMST05020023"	"MNXM10347"	"18665256"	"5adtststerones"	"m01071s"	"MAM01071"
