rxns	rxnBiGGID	rxnEHMNID	rxnHMR2ID	rxnHepatoNET1ID	rxnKEGGID	rxnMetaNetXID	rxnREACTOMEID	rxnRatconID	rxnRecon3DID	rxnRetired	rxnRheaID	rxnRheaMasterID	rxnTCDBID	spontaneous
"MAR03813"	"ARGSL"	"R01086C"	"HMR_3813"	"r0261"	"R01086"	"MNXR95948"	""	"RCR11242"	"ARGSL"	"HMR_3813"	""	"RHEA:24020"	""	0
"MAR03822"	"P5CDm"	""	"HMR_3822"	""	"R00707"	"MNXR102301"	""	"RCR11243"	"P5CDm"	"HMR_3822"	""	"RHEA:16417"	""	0
"MAR03827"	"ASPTAm"	"R00355C"	"HMR_3827"	"r0110"	"R00355"	"MNXR96079"	""	"RCR11244"	"ASPTAm"	"HMR_3827"	""	"RHEA:21824"	""	0
"MAR03829"	"ASPTA"	"R00355C"	"HMR_3829"	"r0109"	"R00355"	"MNXR96079"	""	"RCR10118"	"ASPTA"	"HMR_3829"	""	"RHEA:21824"	""	0
"MAR03831"	""	""	"HMR_3831"	""	"R00490"	""	""	"RCR10103"	"HMR_3831"	"HMR_3831"	""	"RHEA:16601"	""	0
"MAR03862"	"ASNNm"	""	"HMR_3862"	""	"R00485"	"MNXR96056"	""	"RCR10305"	"ASNNm"	"HMR_3862"	""	"RHEA:21016"	""	0
"MAR03865"	"3SALATAim"	""	"HMR_3865"	""	"R02619"	""	""	"RCR11245"	"3SALATAim"	"HMR_3865"	""	"RHEA:70295"	""	0
"MAR03870"	"GTHOm"	"R00115C"	"HMR_3870"	"r0026"	"R00115"	"MNXR100098"	""	"RCR11246"	"GTHOm"	"HMR_3870"	"RHEA:11742"	"RHEA:11740"	""	0
"MAR03873"	"CPS"	"R00149M"	"HMR_3873"	"r0034"	"R00149"	"MNXR96884"	""	"RCR10504"	""	"HMR_3873"	""	""	""	0
"MAR08654"	"CBPter"	""	"HMR_8654"	""	""	"MNXR96487"	""	"RCR10505"	"CBPSam"	"HMR_8654"	""	""	""	0
"MAR03890"	"GLNS"	"R00253C"	"HMR_3890"	"r0077"	"R00253"	"MNXR100024"	""	"RCR10506"	"GLNS"	"HMR_3890"	""	"RHEA:16169"	""	0
"MAR03892"	"GLUNm"	"R00256M"	"HMR_3892"	"r0078"	"R00256"	"MNXR100030"	""	"RCR11247"	"GLUNm"	"HMR_3892"	"RHEA:15890"	"RHEA:15889"	""	0
"MAR09802"	"GLUNm"	"R00256M"	"HMR_9802"	"r0078"	"R00256"	"MNXR100030"	""	"RCR10089"	"HMR_9802"	"HMR_9802"	"RHEA:15890"	"RHEA:15889"	""	0
"MAR03899"	"ALATA_L"	"R00258C"	"HMR_3899"	"r0080"	"R00258"	"MNXR95698"	""	"RCR10019"	"ALATA_L"	"HMR_3899"	"RHEA:19456"	"RHEA:19453"	""	0
"MAR03903"	"ASNS1"	"R00578M"	"HMR_3903"	"r0158"	"R00578"	"MNXR96059"	""	"RCR10009"	"ASNS1"	"HMR_3903"	""	"RHEA:12228"	""	0
"MAR04109"	""	"R00258C"	"HMR_4109"	"r0081"	"R00258"	"MNXR95698"	""	"RCR11248"	"r0081"	"HMR_4109"	"RHEA:19456"	"RHEA:19453"	""	0
"MAR04114"	""	""	"HMR_4114"	"r0085"	"R00269"	"MNXR105306"	""	"RCR11249"	"r0085"	"HMR_4114"	""	"RHEA:32963"	""	0
"MAR04115"	""	""	"HMR_4115"	"r0086"	"R00269"	"MNXR105306"	""	"RCR11250"	"r0086"	"HMR_4115"	""	"RHEA:32963"	""	0
"MAR04118"	"GTHOr"	"R00115C"	"HMR_4118"	"r0025"	"R00115"	"MNXR100098"	""	"RCR11251"	"GTHO"	"HMR_4118"	"RHEA:11742"	"RHEA:11740"	""	0
"MAR04172"	""	""	"HMR_4172"	"r0127"	"R00485"	"MNXR96056"	""	"RCR10090"	"r0127"	"HMR_4172"	""	"RHEA:21016"	""	0
"MAR04196"	""	""	"HMR_4196"	"r0156"	"R00576"	"MNXR105309"	""	"RCR11252"	"r0156"	"HMR_4196"	""	"RHEA:10400"	""	0
"MAR04197"	""	""	"HMR_4197"	"r0157"	"R00576"	"MNXR105309"	""	"RCR11253"	"r0157"	"HMR_4197"	""	"RHEA:10400"	""	0
"MAR04287"	""	""	"HMR_4287"	"r0179"	"R00714"	"MNXR104541"	""	"RCR11254"	"r0179"	"HMR_4287"	"RHEA:13214"	"RHEA:13213"	""	0
"MAR04690"	"GLUDC"	""	"HMR_4690"	""	"R00261"	"MNXR95942"	""	"RCR10091"	"GLUDC"	"HMR_4690"	""	"RHEA:17785"	""	0
"MAR04693"	"ABTArm"	""	"HMR_4693"	""	"R01648"	"MNXR95186"	""	"RCR11255"	"ABTArm"	"HMR_4693"	""	"RHEA:23352"	""	0
"MAR06780"	"TYRTAim"	""	"HMR_6780"	""	"R00734"	""	""	"RCR11256"	"TYRTAm"	"HMR_6780"	""	"RHEA:15093"	""	0
"MAR06968"	""	"RE2032M"	"HMR_6968"	""	""	"MNXR103593"	""	"RCR11257"	"RE2032M"	"HMR_6968"	""	""	""	0
"MAR06969"	""	"RE2644C"	"HMR_6969"	""	""	"MNXR103711"	""	"RCR14279"	"RE2644C"	"HMR_6969"	""	""	""	0
"MAR06970"	""	"RE2034C"	"HMR_6970"	""	""	"MNXR103594"	""	"RCR11258"	"RE2034C"	"HMR_6970"	""	""	""	0
"MAR06971"	""	"RE2040C"	"HMR_6971"	""	""	"MNXR103595"	""	"RCR11259"	"RE2040C"	"HMR_6971"	""	""	""	0
"MAR06972"	""	"RE2041C"	"HMR_6972"	""	""	"MNXR103596"	""	"RCR10507"	"RE2041C"	"HMR_6972"	""	""	""	0
"MAR07641"	"DASPO1p"	""	"HMR_7641"	""	"R00359"	"MNXR97153"	""	"RCR14280"	"DASPO1p"	"HMR_7641"	"RHEA:12513"	"RHEA:12512"	""	0
"MAR07642"	"ALAR"	""	"HMR_7642"	""	"R00401"	"MNXR95693"	""	"RCR14281"	"ALAR"	"HMR_7642"	""	"RHEA:20249"	""	0
"MAR08626"	"ASPNATm"	""	"HMR_8626"	""	"R00487"	"MNXR96087"	""	"RCR14282"	"ASPNATm"	"HMR_8626"	""	"RHEA:14165"	""	0
"MAR08628"	"NACASPAH"	""	"HMR_8628"	""	"R00488"	"MNXR101806"	""	"RCR11260"	"NACASPAH"	"HMR_8628"	""	"RHEA:59408"	""	0
"MAR03806"	""	"R00245M"	"HMR_3806"	"r0074"	"R00245"	"MNXR103352"	""	"RCR14283"	"r0074"	"HMR_3806"	"RHEA:30238"	"RHEA:30235"	""	0
"MAR03807"	"ORNTArm"	"R00667C"	"HMR_3807"	"r0167"	"R00667"	"MNXR102220"	""	"RCR14284"	"ORNTArm"	"HMR_3807"	""	"RHEA:25160"	""	0
"MAR03809"	"OCBTm"	"R01398C"	"HMR_3809"	"r0329"	"R01398"	"MNXR102137"	""	"RCR10508"	"OCBTm"	"HMR_3809"	"RHEA:19516"	"RHEA:19513"	""	0
"MAR03816"	""	"R00551C"	"HMR_3816"	"r0144"	"R00551"	"MNXR95945"	""	"RCR10509"	"ARGN"	"HMR_3816"	"RHEA:20570"	"RHEA:20569"	""	0
"MAR03819"	"G5SADs"	""	"HMR_3819"	""	"R03314"	"MNXR99897"	""	"RCR10306"	"G5SADs"	"HMR_3819"	""	"RHEA:28234"	""	0
"MAR03820"	"G5SADrm"	""	"HMR_3820"	"r0175"	"R03314"	"MNXR99897"	""	"RCR14285"	"G5SADrm"	"HMR_3820"	""	"RHEA:28234"	""	0
"MAR03832"	""	""	"HMR_3832"	""	"R00552"	""	""	"RCR10092"	"HMR_3832"	"HMR_3832"	""	"RHEA:19597"	""	0
"MAR03833"	"P5CR"	"R01251C"	"HMR_3833"	"r0305"	"R01251"	"MNXR102302"	""	"RCR11261"	"P5CR"	"HMR_3833"	""	"RHEA:14109"	""	0
"MAR03835"	"PRO1xm"	"R01248C"	"HMR_3835"	"r0304"	"R01248"	"MNXR102303"	""	"RCR10307"	"PRO1x"	"HMR_3835"	""	"RHEA:14105"	""	0
"MAR03837"	"PRO1xm"	""	"HMR_3837"	""	"R01248"	"MNXR102303"	""	"RCR10308"	"P5CRxm;PRO1xm"	"HMR_3837"	""	"RHEA:14105"	""	0
"MAR03838"	""	""	"HMR_3838"	"r1453"	""	""	""	"RCR14286"	""	"HMR_3838"	""	""	""	0
"MAR03895"	"GLU5Km"	"R00239C"	"HMR_3895"	"r0072"	"R00239"	"MNXR100277"	""	"RCR11262"	"GLU5Km"	"HMR_3895"	""	"RHEA:14877"	""	0
"MAR03897"	"G5SDym"	"R03313C"	"HMR_3897"	"r0619"	"R03313"	"MNXR99896"	""	"RCR14287"	"G5SDym"	"HMR_3897"	""	"RHEA:19541"	""	0
"MAR03956"	"HCO3Em"	""	"HMR_3956"	""	"R10092"	"MNXR100482"	""	"RCR10097"	"H2CO3Dm"	"HMR_3956"	"RHEA:10750"	"RHEA:10748"	""	0
"MAR03993"	"NOS2"	"R00111C"	"HMR_3993"	"r0024"	"R00111"	"MNXR102007;MNXR106395"	""	"RCR11263"	"NOS2;r0024"	"HMR_3993"	""	"RHEA:24664"	""	0
"MAR04073"	"ADMDC"	"R00178C"	"HMR_4073"	"r0043"	"R00178"	"MNXR95455"	""	"RCR10240"	"ADMDC"	"HMR_4073"	"RHEA:15982"	"RHEA:15981"	""	0
"MAR04075"	"SPMS"	"R01920C"	"HMR_4075"	"r0429"	"R01920"	"MNXR95860"	""	"RCR11264"	"SPMS"	"HMR_4075"	"RHEA:12722"	"RHEA:12721"	""	0
"MAR04077"	"SPRMS"	"R02869C"	"HMR_4077"	"r0574"	"R02869"	"MNXR96042"	""	"RCR10510"	"SPRMS"	"HMR_4077"	""	"RHEA:19973"	""	0
"MAR04190"	"NOS1"	"R00558C"	"HMR_4190"	"r0146"	"R00558"	"MNXR102006;MNXR106582"	""	"RCR11265"	"NOS1"	"HMR_4190"	""	"RHEA:24660"	""	0
"MAR04191"	"ARGDCm"	"R00566M"	"HMR_4191"	"r0148"	"R00566"	"MNXR95940"	""	"RCR10511"	"ARGDCm"	"HMR_4191"	""	"RHEA:17641"	""	0
"MAR04212"	""	"R00670C"	"HMR_4212"	"r0168"	"R00670"	"MNXR102209"	""	"RCR11266"	"ORNDC"	"HMR_4212"	"RHEA:22965"	"RHEA:22964"	""	0
"MAR04422"	""	""	"HMR_4422"	"r0168"	"R00670"	"MNXR102209"	""	"RCR30170"	"HMR_4422"	"HMR_4422"	"RHEA:22965"	"RHEA:22964"	""	0
"MAR04423"	""	"R01151C"	"HMR_4423"	"r0281"	"R01151"	"MNXR103334"	""	"RCR30260"	"r0281"	"HMR_4423"	""	"RHEA:18273"	""	0
"MAR04424"	"AGMTm"	"R01157M"	"HMR_4424"	"r0282"	"R01157"	"MNXR95554"	""	"RCR14288"	"AGMTm"	"HMR_4424"	"RHEA:13930"	"RHEA:13929"	""	0
"MAR04583"	"GACMTRc"	"R01883M"	"HMR_4583"	"r0420"	"R01883"	"MNXR107215;MNXR99917"	""	"RCR11267"	"GACMTRc"	"HMR_4583"	""	"RHEA:10656"	""	0
"MAR04605"	""	"R01986C"	"HMR_4605"	"r0464"	"R01986"	"MNXR94991"	""	"RCR10512"	"r0464"	"HMR_4605"	""	"RHEA:30803"	""	0
"MAR04606"	"HMCARNc"	""	"HMR_4606"	"r0465"	"R01991"	"MNXR105344"	""	"RCR10241"	"r0465;HMCARNc"	"HMR_4606"	""	"RHEA:59568"	""	0
"MAR04607"	""	""	"HMR_4607"	"r0466"	"R01992"	"MNXR95133"	""	"RCR10242"	"r0466"	"HMR_4607"	""	"RHEA:59572"	""	0
"MAR04776"	""	""	"HMR_4776"	""	"R01252"	"MNXR103186"	""	"RCR10309"	"HMR_4776"	"HMR_4776"	""	"RHEA:51508"	""	0
"MAR04777"	""	""	"HMR_4777"	""	"R01252"	"MNXR103186"	""	"RCR11268"	"HMR_4777"	"HMR_4777"	""	"RHEA:51508"	""	0
"MAR04778"	""	"R03291C"	"HMR_4778;HMR_4782"	"r0615"	"R03291"	"MNXR100698"	""	"RCR10310"	"r0615"	"HMR_4778"	""	""	""	0
"MAR04779"	""	"R03291C"	"HMR_4779;HMR_4783"	"r0616"	"R03291"	"MNXR100698"	""	"RCR11269"	"r0616"	"HMR_4779"	""	""	""	0
"MAR04780"	""	"R03293C"	"HMR_4780;HMR_4782"	"r0617"	"R03293"	"MNXR100699"	""	"RCR11270"	"r0617"	"HMR_4780"	""	""	""	0
"MAR04781"	""	"R03293C"	"HMR_4781;HMR_4783"	"r0618"	"R03293"	"MNXR100699"	""	"RCR11271"	"r0618"	"HMR_4781"	""	""	""	0
"MAR04784"	"PHCDm"	"R04444M"	"HMR_4784"	"r0685"	"R04444"	"MNXR102616"	""	"RCR14289"	"PHCDm"	"HMR_4784"	""	"RHEA:31155"	""	0
"MAR04785"	""	"R04445M"	"HMR_4785"	"r0686"	"R04445"	"MNXR105368"	""	"RCR14290"	"r0686"	"HMR_4785"	""	"RHEA:24943"	""	0
"MAR04786"	""	""	"HMR_4786"	""	"R05052"	"MNXR109292"	""	"RCR14291"	"EHGLATm"	"HMR_4786"	""	"RHEA:31235"	""	0
"MAR04787"	""	""	"HMR_4787"	""	"R00470"	"MNXR97219"	""	"RCR10513"	"DDPGAm"	"HMR_4787"	""	"RHEA:18169"	""	0
"MAR05384"	"MTAP"	"R01402C"	"HMR_5384"	"r1373"	"R01402"	"MNXR101745"	""	"RCR14292"	"MTAP"	"HMR_5384"	"RHEA:11853"	"RHEA:11852"	""	0
"MAR06929"	""	"RE1238X"	"HMR_6929"	""	""	"MNXR97455"	""	"RCR10514"	"HMR_6929"	"HMR_6929"	""	""	""	0
"MAR06930"	""	"RE1238X"	"HMR_6930"	""	""	"MNXR97455"	""	"RCR14293"	"RE1238X"	"HMR_6930"	""	""	""	0
"MAR06931"	""	"RE0688C"	"HMR_6931"	""	""	"MNXR103467"	""	"RCR11273"	"RE0688C"	"HMR_6931"	""	""	""	0
"MAR06932"	""	"RE0688E"	"HMR_6932"	""	""	"MNXR103467"	""	"RCR30136"	"RE0688E"	"HMR_6932"	""	""	""	0
"MAR06933"	""	"RE0688X"	"HMR_6933"	""	""	"MNXR103467"	""	"RCR14294"	"RE0688X"	"HMR_6933"	""	""	""	0
"MAR06934"	""	"RE0827C"	"HMR_6934"	""	""	"MNXR103472"	""	"RCR11274"	"RE0827C"	"HMR_6934"	""	""	""	0
"MAR06935"	""	"RE0827E"	"HMR_6935"	""	""	"MNXR103472"	""	"RCR30171"	"RE0827E"	"HMR_6935"	""	""	""	0
"MAR06936"	""	"RE0827X"	"HMR_6936"	""	""	"MNXR103472"	""	"RCR14295"	"RE0827X"	"HMR_6936"	""	""	""	0
"MAR06938"	""	"RE1234C"	"HMR_6938"	""	""	"MNXR104491"	""	"RCR10515"	"RE1234C"	"HMR_6938"	""	""	""	0
"MAR06939"	""	"RE1234X"	"HMR_6939"	""	""	""	""	"RCR10516"	"HMR_6939"	"HMR_6939"	""	""	""	0
"MAR06940"	""	"RE1235C"	"HMR_6940"	""	""	"MNXR104492"	""	"RCR10243"	"RE1235C"	"HMR_6940"	""	""	""	0
"MAR06941"	""	"RE0828C"	"HMR_6941"	""	""	"MNXR103473"	""	"RCR11275"	"RE0828C"	"HMR_6941"	""	""	""	0
"MAR06942"	""	"RE0828E"	"HMR_6942"	""	""	"MNXR103473"	""	"RCR30261"	"RE0828E"	"HMR_6942"	""	""	""	0
"MAR06943"	""	"RE0828X"	"HMR_6943"	""	""	"MNXR103473"	""	"RCR14296"	"RE0828X"	"HMR_6943"	""	""	""	0
"MAR06944"	""	"RE0689C"	"HMR_6944"	""	""	"MNXR103468"	""	"RCR11276"	"RE0689C"	"HMR_6944"	""	""	""	0
"MAR06945"	""	"RE0689E"	"HMR_6945"	""	""	"MNXR103468"	""	"RCR30262"	"RE0689E"	"HMR_6945"	""	""	""	0
"MAR06946"	""	"RE0689X"	"HMR_6946"	""	""	"MNXR103468"	""	"RCR14297"	"RE0689X"	"HMR_6946"	""	""	""	0
"MAR06947"	""	"RE3367C"	"HMR_6947"	""	""	"MNXR103885"	""	"RCR11277"	"RE3367C"	"HMR_6947"	""	""	""	0
"MAR06948"	""	"RE3367E"	"HMR_6948"	""	""	"MNXR103885"	""	"RCR30172"	"RE3367E"	"HMR_6948"	""	""	""	0
"MAR06949"	""	"RE3367X"	"HMR_6949"	""	""	"MNXR103885"	""	"RCR14298"	"RE3367X"	"HMR_6949"	""	""	""	0
"MAR06950"	""	"RE0690C"	"HMR_6950"	""	""	"MNXR103469"	""	"RCR11278"	"RE0690C"	"HMR_6950"	""	""	""	0
"MAR06951"	""	"RE0690E"	"HMR_6951"	""	""	"MNXR103469"	""	"RCR30173"	"RE0690E"	"HMR_6951"	""	""	""	0
"MAR06952"	""	"RE0690X"	"HMR_6952"	""	""	"MNXR103469"	""	"RCR14299"	"RE0690X"	"HMR_6952"	""	""	""	0
"MAR06953"	""	"RE2333C"	"HMR_6953"	""	""	"MNXR103653"	""	"RCR11279"	"RE2333C"	"HMR_6953"	""	""	""	0
"MAR06954"	""	"RE2334C"	"HMR_6954"	""	""	"MNXR103654"	""	"RCR11280"	"RE2334C"	"HMR_6954"	""	""	""	0
"MAR06955"	""	"RE0691C"	"HMR_6955"	""	"R07408"	"MNXR103470"	""	"RCR14300"	"HMR_6955"	"HMR_6955"	"RHEA:22591"	"RHEA:22588"	""	0
"MAR06956"	""	"RE1240C"	"HMR_6956"	""	""	"MNXR103503"	""	"RCR11281"	"RE1240C"	"HMR_6956"	""	""	""	0
"MAR06957"	""	"RE1240X"	"HMR_6957"	""	""	""	""	"RCR14301"	"HMR_6957"	"HMR_6957"	""	""	""	0
"MAR06958"	""	"RE1539C"	"HMR_6958"	""	"R03899"	"MNXR103521"	""	"RCR10517"	"RE1539C"	"HMR_6958"	""	"RHEA:16133"	""	0
"MAR06959"	""	"RE1539X"	"HMR_6959"	""	"R03899"	"MNXR103521"	""	"RCR14302"	"RE1539X"	"HMR_6959"	""	"RHEA:16133"	""	0
"MAR06960"	""	"RE1236C"	"HMR_6960"	""	""	"MNXR103502"	""	"RCR10518"	"RE1236C"	"HMR_6960"	""	""	""	0
"MAR06961"	""	"RE1537C"	"HMR_6961"	""	"R09074"	"MNXR103519"	""	"RCR11282"	"RE1537C"	"HMR_6961"	""	"RHEA:25812"	""	0
"MAR06962"	""	"RE1537X"	"HMR_6962"	""	"R09074"	"MNXR103519"	""	"RCR11283"	"RE1537X"	"HMR_6962"	""	"RHEA:25812"	""	0
"MAR06963"	""	"RE1538C"	"HMR_6963"	""	""	"MNXR103520"	""	"RCR11284"	"RE1538C"	"HMR_6963"	""	""	""	0
"MAR06964"	""	"RE1538X"	"HMR_6964"	""	""	"MNXR103520"	""	"RCR14303"	"RE1538X"	"HMR_6964"	""	""	""	0
"MAR06965"	""	"RE1897C"	"HMR_6965"	""	"R07477"	"MNXR103562"	""	"RCR10312"	"RE1897C"	"HMR_6965"	"RHEA:19908"	"RHEA:19905"	""	0
"MAR06966"	""	"RE1898C"	"HMR_6966"	""	""	"MNXR103563"	""	"RCR14304"	"RE1898C"	"HMR_6966"	""	""	""	0
"MAR06967"	""	"RE1899C"	"HMR_6967"	""	""	"MNXR103564"	""	"RCR10313"	"RE1899C"	"HMR_6967"	""	""	""	0
"MAR06973"	""	"RE2335C"	"HMR_6973"	""	""	"MNXR103655"	""	"RCR11285"	"RE2335C"	"HMR_6973"	""	""	""	0
"MAR08096"	"PHCHGSm"	""	"HMR_8096"	""	"R04443"	"MNXR102617"	""	"RCR11286"	"PHCHGSm"	"HMR_8096"	""	""	""	0
"MAR08097"	"4HGLSDm"	""	"HMR_8097"	""	"R05051"	"MNXR95015"	""	"RCR14305"	"4HGLSDm"	"HMR_8097"	""	"RHEA:31243"	""	0
"MAR08098"	"EICOSTETCPT1"	""	"HMR_8098"	""	"R05053"	"MNXR109293;MNXR97910"	""	"RCR14306"	"EHGLAT2m"	"HMR_8098"	""	""	""	0
"MAR08416"	"ACGSm"	""	"HMR_8416"	""	"R00259"	"MNXR95259"	""	"RCR14307"	"ACGSm"	"HMR_8416"	"RHEA:24293"	"RHEA:24292"	""	0
"MAR08425"	"ACODA"	""	"HMR_8425"	""	"R00669"	"MNXR95377"	""	"RCR11287"	"ACODA"	"HMR_8425"	""	"RHEA:15941"	""	0
"MAR08426"	"ARGNm"	""	"HMR_8426"	""	"R00551"	"MNXR95945"	""	"RCR10314"	"ARGNm"	"HMR_8426"	"RHEA:20570"	"RHEA:20569"	""	0
"MAR08427"	"CKc"	""	"HMR_8427"	""	""	"MNXR96757"	""	"RCR10519"	"CK"	"HMR_8427"	""	""	""	0
"MAR08431"	"CRTSLt"	""	"HMR_8431"	""	""	"MNXR96917"	""	"RCR11288"	"CRTNsyn"	"HMR_8431"	""	""	""	0
"MAR08432"	"SARDHm"	""	"HMR_8432"	""	""	"MNXR104274"	""	"RCR11289"	"SARDHm"	"HMR_8432"	""	""	""	0
"MAR08603"	"PTRCAT1"	""	"HMR_8603"	""	"R01154"	"MNXR103335"	""	"RCR11290"	"PTRCAT1"	"HMR_8603"	"RHEA:25182"	"RHEA:25181"	""	0
"MAR08604"	"APRTO2"	""	"HMR_8604"	""	"R04025"	"MNXR95900"	""	"RCR11291"	"APRTO2"	"HMR_8604"	""	"RHEA:70283"	""	0
"MAR08605"	"NABTNO"	""	"HMR_8605"	""	"R05050"	"MNXR101805"	""	"RCR11292"	"NABTNO"	"HMR_8605"	""	"RHEA:31231"	""	0
"MAR08606"	"PTRCOX1"	""	"HMR_8606"	""	"R01151"	"MNXR103334"	""	"RCR11293"	"PTRCOX1"	"HMR_8606"	""	"RHEA:18273"	""	0
"MAR08607"	"UNK2"	""	"HMR_8607"	""	""	"MNXR105128"	""	"RCR10315"	"UNK2"	"HMR_8607"	""	""	""	0
"MAR08608"	"DRIBt"	""	"HMR_8608"	""	"R02894"	"MNXR97783"	""	"RCR14308"	"HMR_8608"	"HMR_8608"	""	""	""	0
"MAR08609"	"P5CRm"	""	"HMR_8609"	""	"R01251"	"MNXR102302"	""	"RCR10244"	"P5CRm"	"HMR_8609"	""	"RHEA:14109"	""	0
"MAR08610"	"PROD2"	""	"HMR_8610"	""	"R10507"	"MNXR103187"	""	"RCR10316"	"PROD2"	"HMR_8610"	""	""	""	0
"MAR08611"	"PROD2m"	""	"HMR_8611"	""	"R10507"	"MNXR103187"	""	"RCR11294"	"PROD2m"	"HMR_8611"	""	""	""	0
"MAR04285"	""	"R00713C"	"HMR_4285"	"r0178"	"R00713"	"MNXR104540"	""	"RCR11295"	"r0178"	"HMR_4285"	"RHEA:13218"	"RHEA:13217"	""	0
"MAR00457"	""	"R01514C"	"HMR_0457"	"r0339"	"R01514"	"MNXR100328"	""	"RCR11296"	"r0339"	"HMR_0457"	"RHEA:23517"	"RHEA:23516"	""	0
"MAR00460"	""	"R01514C"	"HMR_0460"	"r0340"	"R01514"	"MNXR100328"	""	"RCR11297"	"r0340"	"HMR_0460"	"RHEA:23517"	"RHEA:23516"	""	0
"MAR03750"	""	"RE2429M"	"HMR_3750"	""	""	"MNXR103672"	""	"RCR14309"	"RE2429M"	"HMR_3750"	""	""	""	0
"MAR03752"	"ACOAD9m"	""	"HMR_3752"	""	""	""	""	"RCR14310"	"ACOAD9m"	"HMR_3752"	""	""	""	0
"MAR03770"	"ACOAD8m"	""	"HMR_3770"	""	"R04095"	""	""	"RCR14311"	"ACOAD8m"	"HMR_3770"	""	""	""	0
"MAR03771"	""	"RE2427M"	"HMR_3771"	""	""	"MNXR103670"	""	"RCR14312"	"RE2427M"	"HMR_3771"	""	""	""	0
"MAR03772"	""	"RE2111M"	"HMR_3772"	""	""	"MNXR103609"	""	"RCR14313"	"RE2111M"	"HMR_3772"	""	""	""	0
"MAR03782"	""	"RE2428M"	"HMR_3782"	""	""	"MNXR103671"	""	"RCR14314"	"RE2428M"	"HMR_3782"	""	""	""	0
"MAR03784"	"ACOAD10m"	""	"HMR_3784"	""	""	""	""	"RCR11298"	"ACOAD10m"	"HMR_3784"	""	""	""	0
"MAR03794"	""	"RE2031M"	"HMR_3794"	""	""	"MNXR103592"	""	"RCR14315"	"RE2031M"	"HMR_3794"	""	""	""	0
"MAR03839"	"PGCD"	"R01513C"	"HMR_3839"	"r0338"	"R01513"	"MNXR102527"	""	"RCR11299"	"PGCD"	"HMR_3839"	""	"RHEA:12641"	""	0
"MAR03841"	"PSERT"	"R04173C"	"HMR_3841"	"r0663"	"R04173"	"MNXR103225"	""	"RCR11300"	"PSERT"	"HMR_3841"	""	"RHEA:14329"	""	0
"MAR03843"	"PSP_L"	"R00582C"	"HMR_3843"	"r0159"	"R00582"	"MNXR103260"	""	"RCR11301"	"PSP_L"	"HMR_3843"	""	"RHEA:21208"	""	0
"MAR03845"	"GHMT2r"	"R00945C"	"HMR_3845"	"r0230"	"R00945"	"MNXR100142"	""	"RCR11302"	"GHMT2r"	"HMR_3845"	"RHEA:15484"	"RHEA:15481"	""	0
"MAR03847"	"GLYATm"	""	"HMR_3847"	""	"R00371"	"MNXR100313"	""	"RCR10317"	"GLYATm"	"HMR_3847"	"RHEA:20739"	"RHEA:20736"	""	0
"MAR03849"	"SARCOXp"	""	"HMR_3849"	""	"R00610"	""	""	"RCR11303"	"SARCOXp"	"HMR_3849"	"RHEA:13314"	"RHEA:13313"	""	0
"MAR03852"	"AACTOOR"	""	"HMR_3852"	""	"R02529"	"MNXR95149"	""	"RCR11304"	"AACTOOR"	"HMR_3852"	""	"RHEA:28186"	""	0
"MAR03856"	""	""	"HMR_3856"	""	"R02527"	"MNXR101008"	""	"RCR11305"	"LALDO2x;ALCD22_D"	"HMR_3856"	""	"RHEA:24528"	""	0
"MAR03860"	"AOBUTDsm"	""	"HMR_3860"	""	"R03758"	"MNXR95851"	""	"RCR11306"	"AOBUTDsm"	"HMR_3860"	""	"RHEA:25653"	""	0
"MAR03883"	"SERD_L"	"R00220C"	"HMR_3883"	"r0060"	"R00220"	"MNXR104339"	""	"RCR10093"	"r0060"	"HMR_3883"	""	"RHEA:19169"	""	0
"MAR03901"	"GNMT"	"R00367C"	"HMR_3901"	"r0111"	"R00367"	"MNXR100391"	""	"RCR10520"	"GNMT"	"HMR_3901"	"RHEA:19938"	"RHEA:19937"	""	0
"MAR03939"	""	"R00831M"	"HMR_3939"	"r0196"	"R00831"	""	""	"RCR11307"	"r0196"	"HMR_3939"	""	""	""	0
"MAR03974"	"2AMACHYD"	""	"HMR_3974"	"r0005"	"R08698"	"MNXR94778"	""	"RCR10094"	"2AMACHYD"	"HMR_3974"	""	""	""	0
"MAR04198"	""	"R00585X"	"HMR_4198"	"r0160"	"R00585"	"MNXR104504"	""	"RCR11308"	"r0160"	"HMR_4198"	""	"RHEA:22852"	""	0
"MAR04199"	""	"RE2642C"	"HMR_4199"	""	""	"MNXR103710"	""	"RCR14316"	"RE2642C"	"HMR_4199"	""	""	""	0
"MAR04200"	"SERHL"	"R00590C"	"HMR_4200"	"r0161"	"R00590"	"MNXR104344"	""	"RCR10010"	"SERHL"	"HMR_4200"	""	"RHEA:40663"	""	0
"MAR04284"	"THRA"	""	"HMR_4284"	""	"R00751"	"MNXR104833"	""	""	"HMR_4284"	"HMR_4284"	""	"RHEA:19625"	""	0
"MAR04348"	"THRD_L"	""	"HMR_4348"	"r0240"	"R00996"	"MNXR104714"	""	"RCR10104"	"THRD_L"	"HMR_4348"	""	"RHEA:22108"	""	0
"MAR04466"	""	""	"HMR_4466"	""	"R01394"	"MNXR100692"	""	"RCR14317"	"HMR_4466"	"HMR_4466"	"RHEA:11953"	"RHEA:11952"	""	0
