rxns	rxnBiGGID	rxnEHMNID	rxnHMR2ID	rxnHepatoNET1ID	rxnKEGGID	rxnMetaNetXID	rxnREACTOMEID	rxnRatconID	rxnRecon3DID	rxnRetired	rxnRheaID	rxnRheaMasterID	rxnTCDBID	spontaneous
"MAR03797"	"ACCOALm"	""	"HMR_3797"	"r0219"	"R00925"	"MNXR106753;MNXR95222"	""	"RCR14211"	"ACCOALm"	"HMR_3797"	"RHEA:20376"	"RHEA:20373"	""	0
"MAR03800"	"OBDHm"	""	"HMR_3800"	"r1154"	""	"MNXR102133"	""	"RCR10461"	"r1154"	"HMR_3800"	""	""	""	0
"MAR04105"	"MCD"	""	"HMR_4105"	"r0063"	"R00233"	"MNXR101412"	""	"RCR10285"	"MCD"	"HMR_4105"	"RHEA:18782"	"RHEA:18781"	""	0
"MAR04106"	"MCDm"	""	"HMR_4106"	"r0064"	"R00233"	"MNXR101412"	""	"RCR11089"	"MCDm"	"HMR_4106"	"RHEA:18782"	"RHEA:18781"	""	0
"MAR04107"	"MCDp"	""	"HMR_4107"	"r0065"	"R00233"	"MNXR101412"	""	"RCR14212"	"MCDp"	"HMR_4107"	"RHEA:18782"	"RHEA:18781"	""	0
"MAR04282"	"MMSAD3m"	"R00705M"	"HMR_4282"	"r0174"	"R00705"	"MNXR101665"	""	"RCR10462"	"MMSAD3m"	"HMR_4282"	"RHEA:22993"	"RHEA:22992"	""	0
"MAR04331"	""	"R00926C"	"HMR_4331"	"r0220"	"R00926"	"MNXR105315;MNXR106754"	""	"RCR11090"	"r0220"	"HMR_4331"	""	""	""	0
"MAR04459"	""	"R01354C"	"HMR_4459"	"r0318"	"R01354"	"MNXR105322;MNXR106947"	""	"RCR11091"	"r0318"	"HMR_4459"	""	""	""	0
"MAR04460"	""	"R01354C"	"HMR_4460"	"r0319"	"R01354"	"MNXR105322;MNXR106947"	""	"RCR14213"	"r0319"	"HMR_4460"	""	""	""	0
"MAR04464"	"ADCim"	""	"HMR_4464"	"r0325"	"R01366"	"MNXR95442"	""	"RCR11092"	"ADCim"	"HMR_4464"	"RHEA:19730"	"RHEA:19729"	""	0
"MAR04497"	""	""	"HMR_4497"	"r0365"	"R01608"	"MNXR94902"	""	"RCR10463"	"r0365"	"HMR_4497"	""	"RHEA:13357"	""	0
"MAR04741"	""	"R03158M"	"HMR_4741"	"r0596"	"R03158"	"MNXR94900"	""	"RCR10464"	"r0596"	"HMR_4741"	""	""	""	0
"MAR08078"	"MCITS"	""	"HMR_8078"	""	"R00931"	"MNXR101417"	""	"RCR11093"	"MCITS"	"HMR_8078"	"RHEA:57493"	"RHEA:57492"	""	0
"MAR09803"	""	""	"HMR_9803"	""	"R00744"	"MNXR102146"	""	"RCR11094"	"HMR_9803"	"HMR_9803"	""	""	""	0
"MAR09804"	""	""	"HMR_9804"	""	"R04919"	"MNXR100685"	""	"RCR11095"	"HMR_9804"	"HMR_9804"	""	""	""	0
"MAR00718"	""	""	"HMR_0718"	""	"R03534"	"MNXR100626"	""	"RCR11096"	"HMR_0718"	"HMR_0718"	""	"RHEA:25261"	""	0
"MAR00719"	""	""	"HMR_0719"	""	"R08198"	"MNXR111769"	""	"RCR11097"	"HMR_0719"	"HMR_0719"	""	"RHEA:13449"	""	0
"MAR01434"	"ACACT1r"	"R00238M"	"HMR_1434"	"r0069"	"R00238"	"MNXR95194"	""	"RCR10465"	"ACACT1r"	"HMR_1434"	"RHEA:21039"	"RHEA:21036"	""	0
"MAR01436"	"AACOAT"	"R01357M"	"HMR_1436"	"r0320"	"R01357"	"MNXR95136"	""	"RCR10466"	"AACOAT"	"HMR_1436"	"RHEA:16118"	"RHEA:16117"	""	0
"MAR03163"	"ACOAD1fm"	""	"HMR_3163"	""	"R01175"	"MNXR95302"	"R-HSA-77319"	"RCR11098"	"ACOAD1fm"	"HMR_3163"	""	"RHEA:24004"	""	0
"MAR04461"	"BDHm"	"R01361C"	"HMR_4461"	"r0323"	"R01361"	"MNXR96232"	""	"RCR10467"	"BDHm"	"HMR_4461"	"RHEA:20524"	"RHEA:20521"	""	0
"MAR04604"	""	"R01978C"	"HMR_4604"	"r0463"	"R01978"	"MNXR100660;MNXR107257"	""	"RCR11099"	"r0463"	"HMR_4604"	""	"RHEA:10188"	""	0
"MAR05351"	""	""	"HMR_5351"	""	"R01000"	"MNXR94796"	""	"RCR10152"	"2HBO"	"HMR_5351"	""	"RHEA:36371"	""	0
"MAR07709"	"3HBCDm"	""	"HMR_7709"	""	"R03027"	"MNXR107898;MNXR94890"	""	"RCR14214"	"3HBCDm"	"HMR_7709"	""	"RHEA:17849"	""	0
"MAR04052"	"PRPPS"	"R01049C"	"HMR_4052"	"r0247"	"R01049"	"MNXR103215;MNXR106802"	""	"RCR14215"	"PRPPS"	"HMR_4052"	""	"RHEA:15609"	""	0
"MAR04304"	"G6PDH2er"	""	"HMR_4304"	"r0198"	"R00835"	"MNXR99907"	""	"RCR11100"	"G6PDH2rer"	"HMR_4304"	""	"RHEA:15841"	""	0
"MAR04350"	"RBK"	"R01051C"	"HMR_4350"	"r0248"	"R01051"	"MNXR103431;MNXR106804"	""	"RCR11102"	"RBK"	"HMR_4350"	""	"RHEA:13697"	""	0
"MAR04351"	""	"R01056C"	"HMR_4351"	"r0249"	"R01056"	"MNXR104084;MNXR106809"	""	"RCR10286"	"r0249"	"HMR_4351"	""	"RHEA:14657"	""	0
"MAR04352"	"RPI"	"R01056C"	"HMR_4352"	"r0250"	"R01056"	"MNXR104084;MNXR106809"	""	"RCR11103"	"RPI"	"HMR_4352"	""	"RHEA:14657"	""	0
"MAR04354"	"PPM"	"R01057C"	"HMR_4354"	"r0251"	"R01057"	"MNXR103115;MNXR106810"	""	"RCR11104"	"PPM"	"HMR_4354"	""	"RHEA:18793"	""	0
"MAR04398"	"DRPA"	"R01066C"	"HMR_4398"	"r0254"	"R01066"	"MNXR97787"	""	"RCR11105"	"DRPA"	"HMR_4398"	""	"RHEA:12821"	""	0
"MAR04404"	"TKT2"	""	"HMR_4404"	"r0255"	"R01067"	"MNXR104869;MNXR106812"	""	"RCR14216"	"TKT2"	"HMR_4404"	""	""	""	0
"MAR04473"	"GNDer"	"R01528C"	"HMR_4473"	"r0342"	"R01528"	"MNXR100389"	""	"RCR11106"	"GNDer"	"HMR_4473"	"RHEA:10117"	"RHEA:10116"	""	0
"MAR04474"	"GND"	"R01528C"	"HMR_4474"	"r0343"	"R01528"	"MNXR100389"	""	"RCR11107"	"GND"	"HMR_4474"	"RHEA:10117"	"RHEA:10116"	""	0
"MAR04476"	""	"RE0124C"	"HMR_4476"	""	"R01737"	"MNXR100390"	""	"RCR11108"	"RE0124C"	"HMR_4476"	""	"RHEA:19433"	""	0
"MAR04477"	"RPE"	"R01529C"	"HMR_4477"	"r0344"	"R01529"	"MNXR104083"	""	"RCR14217"	"RPE"	"HMR_4477"	""	"RHEA:13677"	""	0
"MAR04501"	"TKT1"	"R01641C"	"HMR_4501"	"r0370"	"R01641"	"MNXR104868;MNXR107105"	""	"RCR14218"	"TKT1"	"HMR_4501"	""	"RHEA:10508"	""	0
"MAR04565"	"TALA"	"R01827C"	"HMR_4565"	"r0406"	"R08575"	"MNXR104715"	""	"RCR14219"	"TALA"	"HMR_4565"	""	""	""	0
"MAR04567"	""	""	"HMR_4567"	"r0408"	"R01843"	"MNXR102510;MNXR105338"	""	"RCR10468"	"r0408"	"HMR_4567"	""	"RHEA:31443"	""	0
"MAR09799"	""	""	"HMR_9799"	""	"R01844"	"MNXR107202"	""	"RCR14220"	"HMR_9799"	"HMR_9799"	""	"RHEA:23844"	""	0
"MAR09800"	""	""	"HMR_9800"	""	"R03819"	"MNXR108451"	""	"RCR14221"	"HMR_9800"	"HMR_9800"	""	""	""	0
"MAR04623"	"PGLer"	"R02035C"	"HMR_4623"	"r0478"	"R02035"	"MNXR102539"	""	"RCR10469"	"PGLer"	"HMR_4623"	""	"RHEA:12556"	""	0
"MAR04625"	"PGL"	"R02035C"	"HMR_4625"	"r0479"	"R02035"	"MNXR102539"	""	"RCR10470"	"PGL"	"HMR_4625"	""	"RHEA:12556"	""	0
"MAR04710"	""	""	"HMR_4710"	"r0570"	"R02749"	"MNXR103116"	""	"RCR10471"	"r0570"	"HMR_4710"	""	"RHEA:27658"	""	0
"MAR04841"	""	""	"HMR_4841"	"r0796"	""	"MNXR105388"	""	"RCR11110"	"r0796"	"HMR_4841"	""	""	""	0
"MAR08074"	"DRPA"	""	"HMR_8074"	""	"R02750"	"MNXR97787"	""	"RCR11111"	"DRBK"	"HMR_8074"	""	"RHEA:30871"	""	0
"MAR08653"	"G6PDH2r"	""	"HMR_8653"	""	"R10520"	"MNXR99907"	""	"RCR14222"	"G6PDH1rer"	"HMR_8653"	""	""	""	0
"MAR03998"	""	"R00122C"	"HMR_3998"	"r0028"	"R00122"	"MNXR96129"	""	"RCR10472"	"r0028"	"HMR_3998"	"RHEA:61437"	"RHEA:61436"	""	0
"MAR04000"	"ADNCYC"	"R00089C"	"HMR_4000"	"r0020"	"R00089"	"MNXR95444"	""	"RCR10287"	"ADNCYC"	"HMR_4000"	""	"RHEA:15389"	""	0
"MAR04002"	"ADK1"	"R00127C"	"HMR_4002"	"r0030"	"R00127"	"MNXR95450"	""	"RCR10001"	"ADK1"	"HMR_4002"	"RHEA:12976"	"RHEA:12973"	""	0
"MAR04004"	"ADK1m"	"R00127C"	"HMR_4004"	"r0031"	"R00127"	"MNXR95450"	""	"RCR10004"	"ADK1m"	"HMR_4004"	"RHEA:12976"	"RHEA:12973"	""	0
"MAR04010"	"NTD7"	"R00183C"	"HMR_4010"	"r0045"	"R00183"	"MNXR102037"	""	"RCR10473"	"NTD7"	"HMR_4010"	"RHEA:29376"	"RHEA:29375"	""	0
"MAR04081"	"NTD7e"	"R00183C"	"HMR_4081"	"r0046"	"R00183"	"MNXR102037"	""	"RCR30500"	"NTD7e"	"HMR_4081"	"RHEA:29376"	"RHEA:29375"	""	0
"MAR04082"	""	"R00183C"	"HMR_4082"	"r0047"	"R00183"	"MNXR102037"	""	"RCR10474"	"r0047"	"HMR_4082"	"RHEA:29376"	"RHEA:29375"	""	0
"MAR04012"	"ADNK1"	"R00185C"	"HMR_4012"	"r0048"	"R00185"	"MNXR95456"	""	"RCR10084"	"ADNK1"	"HMR_4012"	"RHEA:20825"	"RHEA:20824"	""	0
"MAR04014"	"PDE1"	"R00191C"	"HMR_4014"	"r0052"	"R00191"	"MNXR95886"	""	"RCR10288"	"PDE1"	"HMR_4014"	""	"RHEA:25277"	""	0
"MAR04020"	"GK1"	"R00332M"	"HMR_4020"	"r0101"	"R00332"	"MNXR100144"	""	"RCR10475"	"GK1"	"HMR_4020"	"RHEA:20783"	"RHEA:20780"	""	0
"MAR04022"	"GUACYC"	"R00434C"	"HMR_4022"	"r0126"	"R00434"	"MNXR100463"	""	"RCR10233"	"GUACYC"	"HMR_4022"	""	"RHEA:13665"	""	0
"MAR04038"	"IMPC"	"R01127C"	"HMR_4038"	"r0273"	"R01127"	"MNXR100783"	""	"RCR14223"	"IMPC"	"HMR_4038"	""	"RHEA:18445"	""	0
"MAR04040"	"IMPD"	"R01130C"	"HMR_4040"	"r0274"	"R01130"	"MNXR100830"	""	"RCR14224"	"IMPD"	"HMR_4040"	""	"RHEA:11708"	""	0
"MAR04042"	"ADSS"	"R01135C"	"HMR_4042"	"r0277"	"R01135"	"MNXR95495"	""	"RCR14225"	"ADSS"	"HMR_4042"	""	"RHEA:15753"	""	0
"MAR04046"	"GMPS2"	"R01231C"	"HMR_4046"	"r0302"	"R01231"	"MNXR100384"	""	"RCR10476"	"GMPS2"	"HMR_4046"	"RHEA:11681"	"RHEA:11680"	""	0
"MAR04048"	"PDE4"	"R01234C"	"HMR_4048"	"r0303"	"R01234"	"MNXR100078"	""	"RCR10477"	"PDE4"	"HMR_4048"	""	"RHEA:16957"	""	0
"MAR04080"	"AMPDA"	"R00181C"	"HMR_4080"	"r0044"	"R00181"	"MNXR95824"	""	"RCR14226"	"AMPDA"	"HMR_4080"	""	"RHEA:14777"	""	0
"MAR04085"	"ADPT"	"R00190E"	"HMR_4085"	"r0050"	"R00190"	"MNXR95482"	""	"RCR14227"	"ADPT"	"HMR_4085"	"RHEA:16612"	"RHEA:16609"	""	0
"MAR04086"	""	"R00190E"	"HMR_4086"	"r0051"	"R00190"	"MNXR95482"	""	"RCR30501"	"r0051"	"HMR_4086"	"RHEA:16612"	"RHEA:16609"	""	0
"MAR04134"	"NDP3ex"	"R00328C"	"HMR_4134"	"r0098"	"R00328"	"MNXR101928"	""	"RCR30502"	"NDP3ex"	"HMR_4134"	"RHEA:22157"	"RHEA:22156"	""	0
"MAR04135"	"GK1m"	"R00332M"	"HMR_4135"	"r0102"	"R00332"	"MNXR100144"	""	"RCR11112"	"GK1m"	"HMR_4135"	"RHEA:20783"	"RHEA:20780"	""	0
"MAR04168"	""	"R00426M"	"HMR_4168"	"r0119"	"R00426"	"MNXR102052"	""	"RCR10478"	"r0119"	"HMR_4168"	"RHEA:29392"	"RHEA:29391"	""	0
"MAR04171"	""	"R00430C"	"HMR_4171"	"r0122"	"R00430"	"MNXR100460"	""	"RCR10289"	"r0122"	"HMR_4171"	"RHEA:30297"	"RHEA:30295"	""	0
"MAR04290"	""	"R00719C"	"HMR_4290"	"r0181"	"R00719"	"MNXR100892"	""	"RCR30503"	"r0181"	"HMR_4290"	"RHEA:28331"	"RHEA:28330"	""	0
"MAR04406"	"GLUPRT"	"R01072C"	"HMR_4406"	"r0257"	"R01072"	"MNXR100287"	""	"RCR14228"	"GLUPRT"	"HMR_4406"	"RHEA:14907"	"RHEA:14905"	""	0
"MAR04412"	"ADSL1r"	"R01083C"	"HMR_4412"	"r0260"	"R01083"	"MNXR95493"	""	"RCR11113"	"ADSL1"	"HMR_4412"	""	"RHEA:16853"	""	0
"MAR04417"	"NTD11"	"R01126C"	"HMR_4417"	"r0272"	"R01126"	"MNXR102030"	""	"RCR14229"	"NTD11"	"HMR_4417"	"RHEA:27719"	"RHEA:27718"	""	0
"MAR04418"	"HXPRT"	"R01132E"	"HMR_4418"	"r0275"	"R01132"	"MNXR100752"	""	"RCR14230"	"HXPRT"	"HMR_4418"	""	"RHEA:17973"	""	0
"MAR04419"	""	"R01134C"	"HMR_4419"	"r0276"	"R01134"	"MNXR100382"	""	"RCR14231"	"GMPR;r0276"	"HMR_4419"	""	"RHEA:17185"	""	0
"MAR04421"	""	"R01138C"	"HMR_4421"	"r0280"	"R01138"	"MNXR97145"	""	"RCR10290"	"r0280"	"HMR_4421"	"RHEA:30729"	"RHEA:30727"	""	0
"MAR04449"	"NTD9"	"R01227C"	"HMR_4449"	"r0297"	"R01227"	"MNXR100381"	""	"RCR11114"	"NTD9"	"HMR_4449"	"RHEA:27715"	"RHEA:27714"	""	0
"MAR04450"	"NTD9e"	"R01227C"	"HMR_4450"	"r0298"	"R01227"	"MNXR100381"	""	"RCR30504"	"NTD9e"	"HMR_4450"	"RHEA:27715"	"RHEA:27714"	""	0
"MAR04451"	"GSNKm"	""	"HMR_4451"	"r0299"	"R01228"	"MNXR100432"	""	"RCR11115"	"GSNKm"	"HMR_4451"	"RHEA:27712"	"RHEA:27710"	""	0
"MAR04452"	"GUAPRT"	"R01229E"	"HMR_4452"	"r0300"	"R01229"	"MNXR100409"	""	"RCR14232"	"GUAPRT"	"HMR_4452"	""	"RHEA:25424"	""	0
"MAR04453"	""	"R01230C"	"HMR_4453"	"r0301"	"R01230"	"MNXR100383"	""	"RCR10479"	"r0301"	"HMR_4453"	""	"RHEA:18301"	""	0
"MAR04480"	""	"R01547C"	"HMR_4480"	"r0345"	"R01547"	"MNXR96117"	""	"RCR11116"	"r0345"	"HMR_4480"	"RHEA:23103"	"RHEA:23100"	""	0
"MAR04481"	"ADA"	"R01560C"	"HMR_4481"	"r0346"	"R01560"	"MNXR95432"	""	"RCR11117"	"ADA"	"HMR_4481"	""	"RHEA:24408"	""	0
"MAR04482"	"ADAe"	"R01560C"	"HMR_4482"	"r0347"	"R01560"	"MNXR95432"	""	"RCR30092"	"ADAe"	"HMR_4482"	""	"RHEA:24408"	""	0
"MAR04486"	""	""	"HMR_4486"	"r0354"	"R00725"	"MNXR105324"	""	"RCR14233"	"r0354"	"HMR_4486"	""	""	""	0
"MAR04487"	""	""	"HMR_4487"	"r0355"	"R01139"	"MNXR105325"	""	"RCR10153"	"r0355"	"HMR_4487"	""	""	""	0
"MAR04488"	""	""	"HMR_4488"	"r0357"	"R00876"	"MNXR105326"	""	"RCR14234"	"r0357"	"HMR_4488"	""	""	""	0
"MAR04489"	""	""	"HMR_4489"	"r0358"	"R01140"	"MNXR105327"	""	"RCR14235"	"r0358"	"HMR_4489"	""	""	""	0
"MAR04492"	""	""	"HMR_4492"	"r0360"	"R01327"	"MNXR105328"	""	"RCR14236"	"r0360"	"HMR_4492"	""	""	""	0
"MAR04493"	""	""	"HMR_4493"	"r0361"	"R01330"	"MNXR105329"	""	"RCR10086"	"r0361"	"HMR_4493"	""	""	""	0
"MAR04495"	""	""	"HMR_4495"	"r0363"	"R01964"	"MNXR105330"	""	"RCR14237"	"r0363"	"HMR_4495"	""	""	""	0
"MAR04496"	""	""	"HMR_4496"	"r0364"	"R01965"	"MNXR105331"	""	"RCR11118"	"r0364"	"HMR_4496"	""	""	""	0
"MAR04518"	"GUAD"	"R01676C"	"HMR_4518"	"r0379"	"R01676"	"MNXR100464"	""	"RCR11119"	"GUAD"	"HMR_4518"	""	"RHEA:14665"	""	0
"MAR04519"	""	"R01768X"	"HMR_4519"	"r0394"	"R01768"	"MNXR100747"	""	"RCR11120"	"r0394"	"HMR_4519"	"RHEA:24671"	"RHEA:24670"	""	0
"MAR04520"	""	"R01769X"	"HMR_4520"	"r0395"	"R01769"	"MNXR105229"	""	"RCR11121"	"r0395"	"HMR_4520"	""	"RHEA:68012"	""	0
"MAR04573"	""	"R01858C"	"HMR_4573"	"r0413"	"R01858"	"MNXR95613"	""	"RCR10291"	"r0413"	"HMR_4573"	"RHEA:30793"	"RHEA:30791"	""	0
"MAR04574"	"PUNP5"	"R01863C"	"HMR_4574"	"r0415"	"R01863"	"MNXR103347"	""	"RCR11122"	"PUNP5"	"HMR_4574"	""	"RHEA:27646"	""	0
"MAR04600"	""	"R01967M"	"HMR_4600"	"r0456"	"R01967"	"MNXR97323"	""	"RCR14238"	"r0456"	"HMR_4600"	""	"RHEA:19201"	""	0
"MAR04602"	"NTD8"	"R01968C"	"HMR_4602"	"r0458"	"R01968"	"MNXR102038"	""	"RCR14239"	"NTD8"	"HMR_4602"	""	"RHEA:29379"	""	0
"MAR04603"	"PUNP4"	"R01969C"	"HMR_4603"	"r0459"	"R01969"	"MNXR103346"	""	"RCR14240"	"PUNP4"	"HMR_4603"	"RHEA:27741"	"RHEA:27738"	""	0
"MAR04611"	""	"R02017C"	"HMR_4611"	"r0470"	"R02014"	"MNXR104060;MNXR104070"	""	"RCR10480"	"r0470"	"HMR_4611"	""	""	""	0
"MAR04612"	"RNDR1"	"R02017C"	"HMR_4612"	"r0471"	"R02017"	"MNXR104060"	""	"RCR10481"	"RNDR1"	"HMR_4612"	""	"RHEA:28034"	""	0
"MAR04614"	""	"R02017C"	"HMR_4614"	"r0472"	"R02020"	"MNXR104060;MNXR104073"	""	"RCR10482"	"r0472"	"HMR_4614"	""	""	""	0
"MAR04615"	"RNDR2"	"R02017C"	"HMR_4615"	"r0473"	"R02019"	"MNXR104060;MNXR104062"	""	"RCR10483"	"RNDR2"	"HMR_4615"	""	"RHEA:28030"	""	0
"MAR04617"	""	"R02017C"	"HMR_4617"	"r0474"	"R02022"	"MNXR104060;MNXR104076"	""	"RCR11123"	"r0474"	"HMR_4617"	""	""	""	0
"MAR04618"	""	"R02017C"	"HMR_4618"	"r0475"	"R02023"	"MNXR104060;MNXR104079"	""	"RCR11124"	"r0475"	"HMR_4618"	""	""	""	0
"MAR04619"	"RNDR3"	"R02017C"	"HMR_4619"	"r0476"	"R02024"	"MNXR104060;MNXR104064"	""	"RCR10484"	"RNDR3"	"HMR_4619"	""	"RHEA:28038"	""	0
"MAR04621"	"RNDR4"	"R02017C"	"HMR_4621"	"r0477"	"R02018"	"MNXR104060;MNXR104066"	""	"RCR10485"	"RNDR4"	"HMR_4621"	""	"RHEA:28026"	""	0
"MAR04632"	"NTD6"	"R02088C"	"HMR_4632"	"r0492"	"R02088"	"MNXR102036"	""	"RCR14241"	"NTD6"	"HMR_4632"	""	"RHEA:29371"	""	0
"MAR04646"	""	"R02103X"	"HMR_4646"	"r0502"	"R02103"	"MNXR105225"	""	"RCR10486"	"r0502"	"HMR_4646"	"RHEA:16670"	"RHEA:16669"	""	0
"MAR04648"	"XANDp"	"R02103X"	"HMR_4648"	"r0503"	"R02103"	"MNXR105225"	""	"RCR11125"	"XANDp"	"HMR_4648"	"RHEA:16670"	"RHEA:16669"	""	0
"MAR04649"	""	"R02107X"	"HMR_4649"	"r0504"	"R02107"	"MNXR105228"	""	"RCR10487"	"r0504"	"HMR_4649"	"RHEA:21133"	"RHEA:21132"	""	0
"MAR04650"	"XAOx"	"R02107X"	"HMR_4650"	"r0505"	"R02107"	"MNXR105228"	""	"RCR11126"	"XAOx"	"HMR_4650"	"RHEA:21133"	"RHEA:21132"	""	0
"MAR04651"	"PUNP3"	"R02147C"	"HMR_4651"	"r0506"	"R02147"	"MNXR103345"	""	"RCR11127"	"PUNP3"	"HMR_4651"	"RHEA:13236"	"RHEA:13233"	""	0
"MAR04663"	"PUNP7"	"R02297C"	"HMR_4663"	"r0521"	"R02297"	"MNXR103349"	""	"RCR14242"	"PUNP7"	"HMR_4663"	""	"RHEA:27638"	""	0
"MAR04664"	""	""	"HMR_4664"	""	"R02142"	""	""	"RCR14243"	"HMR_4664"	"HMR_4664"	""	"RHEA:10800"	""	0
"MAR04694"	"DADA"	"R02556E"	"HMR_4694"	"r0550"	"R02556"	"MNXR97076"	""	"RCR14244"	"DADA"	"HMR_4694"	""	"RHEA:28190"	""	0
"MAR04695"	"PUNP2"	"R02557C"	"HMR_4695"	"r0551"	"R02557"	"MNXR103344"	""	"RCR14245"	"PUNP2"	"HMR_4695"	""	"RHEA:27742"	""	0
"MAR04705"	"NTD10"	"R02719C"	"HMR_4705"	"r0566"	"R02719"	"MNXR102029"	""	"RCR14246"	"NTD10"	"HMR_4705"	""	"RHEA:28530"	""	0
"MAR04709"	"PUNP6"	"R02748C"	"HMR_4709"	"r0569"	"R02748"	"MNXR103348"	""	"RCR11128"	"PUNP6"	"HMR_4709"	"RHEA:27753"	"RHEA:27750"	""	0
"MAR04799"	"PRAGSr"	"R04144C"	"HMR_4799"	"r0659"	"R04144"	"MNXR103139"	""	"RCR11129"	"PRAGSr"	"HMR_4799"	""	"RHEA:17453"	""	0
"MAR04802"	"PRAIS"	"R04208C"	"HMR_4802"	"r0666"	"R04208"	"MNXR103157;MNXR108734"	""	"RCR11130"	"r0666"	"HMR_4802"	""	"RHEA:23032"	""	0
"MAR04804"	"AIRCr"	"R04209C"	"HMR_4804"	"r0667"	"R04209"	"MNXR108735;MNXR95646"	""	"RCR11131"	"AIRCr"	"HMR_4804"	""	"RHEA:10792"	""	0
"MAR04808"	"PRFGS"	"R04463C"	"HMR_4808"	"r0687"	"R04463"	"MNXR103165;MNXR108904"	""	"RCR14247"	"PRFGS"	"HMR_4808"	""	"RHEA:17129"	""	0
"MAR04810"	"PRASCSi"	"R04591C"	"HMR_4810"	"r0705"	"R04591"	"MNXR103158;MNXR108987"	""	"RCR14248"	"PRASCS"	"HMR_4810"	""	"RHEA:22628"	""	0
"MAR04812"	"ADSL2r"	"R04559C"	"HMR_4812"	"r0699"	"R04559"	"MNXR108966;MNXR95494"	""	"RCR14249"	"ADSL2"	"HMR_4812"	""	"RHEA:23920"	""	0
"MAR04814"	"AICART"	"R04560C"	"HMR_4814"	"r0700"	"R04560"	"MNXR95639"	""	"RCR11132"	"AICART"	"HMR_4814"	""	"RHEA:22192"	""	0
"MAR05301"	"URIK2"	""	"HMR_5301"	""	"R00968"	"MNXR105163"	""	"RCR11133"	"HMR_5301"	"HMR_5301"	"RHEA:27651"	"RHEA:27650"	""	0
"MAR05353"	"DGK1"	"R02090C"	"HMR_5353"	"r1157"	"R02090"	"MNXR97320"	""	"RCR11134"	"DGK1"	"HMR_5353"	"RHEA:12700"	"RHEA:12697"	""	0
"MAR06601"	""	"R02422C"	"HMR_6601"	""	"R02422"	"MNXR95767"	""	"RCR11135"	"HMR_6601"	"HMR_6601"	"RHEA:11017"	"RHEA:11016"	""	0
"MAR06602"	""	"RE2888C"	"HMR_6602"	""	""	"MNXR103755"	""	"RCR11136"	"RE2888C"	"HMR_6602"	""	""	""	0
"MAR06603"	""	"RE2888E"	"HMR_6603"	""	""	"MNXR103755"	""	"RCR30258"	"RE2888E"	"HMR_6603"	""	""	""	0
"MAR06605"	""	"RE2591C"	"HMR_6605"	""	""	""	""	"RCR11137"	""	"HMR_6605"	""	""	""	0
"MAR06606"	""	"RE2605C"	"HMR_6606"	""	""	""	""	"RCR11138"	"RE2605C"	"HMR_6606"	""	""	""	0
"MAR06607"	""	"RE2591C"	"HMR_6607"	""	""	""	""	"RCR11139"	"HMR_6607"	"HMR_6607"	""	""	""	0
"MAR06609"	""	"RE2813C"	"HMR_6609"	""	"R02425"	"MNXR95769"	""	"RCR11140"	"RE2813C"	"HMR_6609"	"RHEA:30822"	"RHEA:30819"	""	0
"MAR06610"	""	"RE3352C"	"HMR_6610"	""	""	""	""	"RCR11141"	"RE3352C"	"HMR_6610"	""	""	""	0
"MAR06611"	""	"R02106C"	"HMR_6611"	""	"R02106"	"MNXR105144"	""	""	"HMR_6611"	"HMR_6611"	"RHEA:21371"	"RHEA:21368"	""	0
"MAR07144"	"ADPRDP"	""	"HMR_7144"	""	"R01054"	"MNXR106807;MNXR95480"	""	"RCR11143"	"ADPRDP"	"HMR_7144"	""	"RHEA:10412"	""	0
"MAR08755"	"XAO2x"	""	"HMR_8755"	""	"R01769"	"MNXR105229"	""	"RCR11144"	"XAO2x"	"HMR_8755"	""	"RHEA:68012"	""	0
"MAR09797"	""	""	"HMR_9797"	""	"R01244"	""	""	"RCR11145"	"HMR_9797"	"HMR_9797"	""	"RHEA:23688"	""	0
"MAR04016"	"NDPK1"	"R00330C"	"HMR_4016"	"r0099"	"R00330"	"MNXR96119"	""	"RCR10126"	"NDPK1"	"HMR_4016"	"RHEA:27689"	"RHEA:27686"	""	0
"MAR04018"	"NDPK1m"	"R00330C"	"HMR_4018"	"r0100"	"R00330"	"MNXR96119"	""	"RCR10292"	"NDPK1m"	"HMR_4018"	"RHEA:27689"	"RHEA:27686"	""	0
"MAR04044"	"NDPK8"	"R01137C"	"HMR_4044"	"r0278"	"R01137"	"MNXR101940"	""	"RCR10087"	"NDPK8"	"HMR_4044"	"RHEA:27677"	"RHEA:27674"	""	0
"MAR04291"	"NDPK9"	"R00722C"	"HMR_4291"	"r0182"	"R00722"	"MNXR101941"	""	"RCR14250"	"NDPK9"	"HMR_4291"	"RHEA:30350"	"RHEA:30347"	""	0
"MAR04420"	"NDPK8m"	"R01137C"	"HMR_4420"	"r0279"	"R01137"	"MNXR101940"	""	"RCR10154"	"NDPK8m"	"HMR_4420"	"RHEA:27676"	"RHEA:27674"	""	0
"MAR04570"	"NDPK5"	"R01857C"	"HMR_4570"	"r0411"	"R01857"	"MNXR96118"	""	"RCR10099"	"NDPK5"	"HMR_4570"	"RHEA:27693"	"RHEA:27690"	""	0
"MAR04572"	"NDPK5m"	"R01857C"	"HMR_4572"	"r0412"	"R01857"	"MNXR96118"	""	"RCR10293"	"NDPK5m"	"HMR_4572"	"RHEA:27692"	"RHEA:27690"	""	0
