genes,GSM2804336,GSM2804337,GSM2804338,GSM2804339,GSM2804340,GSM2804341,GSM2804342,GSM2804343,GSM2804344,GSM2804345,GSM2804346,GSM2804347,GSM2804348,GSM2804349,GSM2804350,GSM2804351,GSM2804352,GSM2804353,GSM2804354,GSM2804355,GSM2804356,GSM2804357,GSM2804358,GSM2804359,GSM2804360,GSM2804361,GSM2804362,GSM2804363,GSM2804364,GSM2804365,GSM2804366,GSM2804367,GSM2804368,GSM2804369,GSM2804371,GSM2804373,GSM2804375,GSM2804378,GSM2804380
BC026585,9,9,8,9,8,9,9,9,8,9,9,9,8,9,8,8,9,9,8,9,9,9,9,9,8,8,8,9,9,9,9,9,9,8,9,9,9,9,9
Hikeshi,8,9,9,9,8,9,9,9,9,9,8,9,8,9,9,8,9,9,9,8,9,8,9,8,8,9,9,9,9,9,9,8,8,9,9,9,9,8,8
Taf9b,8,8,9,8,8,8,8,9,8,9,9,8,9,8,9,9,9,8,8,8,9,8,9,8,9,8,8,8,9,9,9,8,8,8,8,9,8,8,8
Ssh1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8
Zfp955b,8,9,9,9,9,8,9,9,8,9,9,8,8,9,8,8,9,8,8,9,9,9,9,9,8,8,9,9,9,9,9,8,9,8,9,8,8,8,8
Itgax,9,9,8,8,9,9,9,8,8,8,8,8,8,8,8,9,9,8,9,8,8,9,8,8,8,8,8,8,8,8,9,9,8,8,9,8,9,9,8
Afmid,9,8,9,8,8,9,9,9,9,9,8,9,9,8,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,8,9,9,8,9,9,8
Srp9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Gsn,8,8,8,8,8,8,8,8,8,8,9,8,9,8,8,9,9,9,8,8,9,9,8,8,8,8,8,8,9,9,9,8,9,9,8,8,9,9,9
Cox8a,8,9,9,9,9,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,8,9,9,8,8,9,8,8,8,9,8
Zfat,8,9,8,9,9,8,9,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,9,9,8,9,8,9,8,8,8,8
Gadd45g,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,9,8,8,9,9,9,8,9,9
Casp7,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9
Mvd,8,8,8,9,9,8,8,8,9,8,9,9,8,8,9,9,8,8,9,9,9,8,9,9,8,9,8,8,9,9,9,8,8,9,9,8,8,8,8
Zfp783,8,9,8,8,8,9,8,8,9,8,9,8,8,8,8,9,8,8,8,8,8,8,8,9,9,8,8,8,8,9,9,9,9,9,9,9,9,8,9
Ccdc181,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9
Gtpbp8,9,8,8,9,8,9,9,9,8,8,9,9,8,8,9,8,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,8,9,9,9,9,9,9,9
Slc1a4,9,9,9,9,9,9,9,8,8,9,9,8,9,8,9,8,9,9,9,9,9,9,8,9,9,9,8,9,9,9,9,9,9,9,9,9,8,8,9
AU022793,8,8,8,8,8,8,8,9,8,8,8,8,8,9,8,8,8,8,8,8,9,9,8,8,8,8,9,8,8,8,9,8,8,8,8,8,8,8,8
Sf3b5,8,9,9,8,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9
Zfp362,8,9,9,9,9,9,8,8,8,9,8,8,9,8,9,9,8,8,9,8,9,8,9,9,8,9,8,9,9,9,9,9,9,9,9,9,8,9,8
Asb7,8,9,9,9,8,9,8,8,9,9,9,8,8,9,8,9,9,8,8,8,9,8,9,9,8,8,8,9,8,8,9,9,9,9,9,9,9,9,8
Zdhhc14,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,8,8,8
Rps4l,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,9,9,8,8,9,9,9,9,9,8,9,8,8,8,9,8,9,9,8,9,9,9,9
1500011B03Rik,9,9,9,9,9,9,8,9,8,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9
Mnat1,8,8,9,8,9,9,9,8,8,8,9,8,9,8,8,8,8,8,8,8,8,8,8,9,8,9,8,8,8,9,9,8,8,8,8,8,8,8,8
Mettl7a1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9
Fastkd1,8,8,9,9,9,9,8,8,8,8,9,8,8,8,8,8,8,9,8,8,8,8,9,9,8,8,9,8,9,9,9,8,8,8,8,8,8,8,8
Kiz,8,8,9,8,8,9,8,9,8,8,8,9,8,9,9,9,8,8,9,8,9,8,9,8,8,8,8,8,8,8,9,8,8,8,9,9,9,8,8
Alg14,8,8,9,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,9,8,8,8,8,8,9,8,8,8,8,8,8,8,9,9,8,8,8,8
Rpp30,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9
Lsm1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,8,9,8,9,9,9,9,9,9,9,9
Plpp2,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9,9,9
Ndufa6,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,8,9,8,8,9,9,8,9,8
AW112010,8,8,9,8,9,8,8,8,8,9,8,8,8,8,8,9,8,8,9,9,8,8,9,9,8,9,8,8,8,8,8,9,9,9,9,9,9,9,8
Grhpr,9,9,9,9,9,8,8,8,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,8,9,9,9,8,9
Kif20a,9,9,9,9,9,8,9,8,8,8,9,9,9,9,9,9,9,8,9,9,9,9,9,8,9,8,8,9,9,9,8,9,8,9,8,8,9,9,8
Pelp1,9,9,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,8,9,8,9,9,9,9,9,8,9,9,8,9,9,9,8,9
Chic2,9,8,9,9,8,9,9,8,9,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,8,8,8,9,8,9,9,9,9,9,8
Rabgap1l,9,9,9,9,9,8,8,8,9,8,9,9,9,8,9,9,9,9,9,8,9,8,9,9,9,8,9,8,9,9,8,8,8,9,8,9,8,9,8
1110002L01Rik,9,8,9,8,8,8,8,8,8,8,8,9,8,9,9,8,9,9,9,8,8,8,9,8,8,8,8,9,9,8,8,9,9,8,9,8,8,8,9
2610035D17Rik,8,9,9,9,8,8,8,9,9,8,8,8,8,8,8,8,8,9,8,8,9,8,8,8,8,8,8,8,9,9,8,8,8,9,8,8,8,8,8
Tmem192,9,8,9,8,9,9,9,9,9,8,9,8,9,9,9,8,8,9,8,8,9,9,9,9,9,8,8,9,9,8,8,9,9,9,8,9,9,9,9
Zfp326,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,8,9,9,9
Dnajc2,8,9,9,8,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,9,9,8,9,9,9,9,9,9,8,8,8,8,8,9,9,8,8
Zfp27,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9
Wdr53,9,9,9,8,9,8,9,8,9,8,8,9,8,8,8,9,9,8,9,9,9,9,9,8,8,9,9,9,9,9,8,9,8,8,9,9,9,8,8
1110008L16Rik,9,8,9,9,8,9,9,9,8,8,9,8,8,9,9,8,9,9,8,9,9,8,8,8,9,9,9,9,9,9,8,8,9,9,9,9,9,8,9
Ttll12,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,9,9,8,9,9,9,9,9,9,9,9,8,8,9,8,8,9,9,9,9,9,9,9,9
Xndc1,8,9,8,9,8,9,8,8,9,8,8,8,9,8,9,9,9,9,9,8,9,9,9,9,8,8,8,9,9,9,8,9,9,8,9,9,9,9,8
Kin,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9,9,9,9,9,9,9,8,8,9,9,8,8,8,8,9
Dync2h1,8,9,9,9,8,8,9,9,9,9,8,8,9,8,8,9,8,9,8,8,8,9,8,8,8,8,8,8,9,9,8,9,8,9,8,8,8,8,8
Gm5141,8,9,9,9,8,8,8,8,9,8,8,9,8,8,8,9,8,9,9,8,8,8,9,8,8,9,9,9,9,9,8,8,8,8,8,8,8,8,8
Rnf24,9,9,9,9,9,9,9,9,8,9,9,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,9,9,9,9,8
Tmem251,8,9,9,8,8,8,9,8,9,9,9,8,8,8,8,8,9,9,8,8,8,8,9,9,9,8,8,9,8,8,8,9,9,9,8,8,8,8,8
Trnau1ap,8,9,9,9,9,9,8,9,8,9,9,8,8,9,8,9,9,8,8,8,9,8,9,9,9,8,8,8,9,9,8,9,9,8,9,9,8,9,9
Eid1,8,8,8,8,8,9,9,9,9,9,8,8,9,9,8,8,9,8,8,8,8,8,8,9,9,9,8,8,9,8,8,8,8,8,8,8,8,9,8
Paqr4,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Hist3h2a,8,8,9,8,8,8,8,9,9,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,8,9,8,8,8,8,8,8,8,9,9,8,8,8
2310057M21Rik,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,9,8,8,8
Carf,8,9,8,8,8,8,8,8,8,9,8,8,8,8,8,8,9,9,8,9,9,9,8,9,9,9,9,9,8,8,8,8,9,9,8,8,8,9,8
Tcea2,8,9,8,9,9,8,9,8,8,9,9,8,8,9,9,9,8,9,9,8,8,9,8,8,8,9,8,8,8,9,8,9,8,8,8,8,9,8,9
Atp6v1g1,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Psmg1,9,9,9,8,9,9,8,9,8,9,9,9,8,8,9,8,8,8,8,8,8,8,8,8,8,9,8,8,9,9,8,9,9,8,9,8,8,9,8
Fkbp14,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,8,9,8,8,9,9,9,9,8,8,8,8,9,8,9,8,8
Zik1,9,9,9,9,9,8,8,9,9,9,8,9,9,9,8,9,9,8,8,8,9,9,9,9,9,9,9,9,9,8,8,8,9,8,9,9,9,9,9
Zfp444,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8
C1qbp,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Dbi,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Psph,9,9,9,8,8,8,9,9,8,8,8,9,8,8,8,8,9,9,9,8,8,8,8,8,9,9,9,8,8,8,8,9,9,8,9,9,9,9,9
Hcar2,9,9,9,9,9,9,9,9,9,8,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9,8,8,9,9,9,8,8
Hspd1,9,9,8,8,8,9,9,8,9,9,9,9,9,8,9,9,9,9,9,8,9,9,8,9,9,8,9,8,9,9,8,9,9,8,9,8,9,9,8
Mrgbp,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9,9,8,8,9,9,8,8,8,9,8
Rnf11,8,9,9,9,8,9,8,8,8,8,9,8,8,9,8,8,8,9,8,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8
Siglecg,9,9,9,9,9,8,9,9,8,8,9,9,9,8,8,9,9,8,8,8,9,8,9,9,9,9,9,8,9,9,8,9,9,8,8,9,9,8,9
Trim33,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9
Rpl22,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,8,9,9,9,8,9,9,9,9,9,9,9,9,8,8,9,8,9,9,9,8,9
Cars2,8,8,9,8,8,9,9,8,8,8,9,8,9,8,8,8,9,9,9,9,8,8,8,9,9,8,8,9,9,9,8,9,8,8,8,8,9,9,8
Zfp772,8,8,9,8,8,9,8,9,8,9,9,9,9,8,9,9,9,9,9,8,8,8,9,9,8,9,8,9,8,9,8,8,8,9,9,9,8,8,8
Rprd1a,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9,9,9,9,9,8,8,9,9,8,8,8,9,9,9,9,9,9,9,9
Zfp429,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,9,8,9,8,8,8,8,8,8,8,8,8,9,8,9,9,8,9,8
Scly,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8
Slc9a7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Lsm8,9,9,9,9,9,8,8,8,9,9,8,8,9,8,9,8,8,9,8,9,9,9,8,8,9,9,8,9,8,8,8,8,9,9,8,8,8,9,8
Ogfod1,8,9,9,8,9,9,8,8,8,9,8,9,9,9,8,8,8,8,8,8,8,8,8,9,8,9,8,9,9,8,8,9,9,8,8,9,8,8,8
Eno1,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Zfp82,9,9,9,9,8,9,8,8,9,9,9,9,9,9,9,8,9,8,9,9,9,9,8,9,9,9,9,9,8,9,8,9,8,9,9,9,9,9,9
Cecr5,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,9
Hykk,9,8,9,9,8,9,8,9,9,8,8,9,8,9,9,8,9,8,9,8,9,8,8,8,8,8,9,9,9,9,8,8,8,9,9,9,8,9,9
Whsc1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9
Zfp784,9,9,8,9,8,8,9,8,8,9,8,9,9,8,8,8,8,8,9,9,8,8,9,8,9,9,9,9,9,9,8,8,8,8,9,8,8,9,9
Aimp1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8
Mrpl57,8,8,8,8,9,8,9,8,8,9,8,8,8,8,9,9,9,8,8,8,9,8,8,8,8,9,9,8,8,9,8,8,9,8,8,8,8,8,8
Mex3c,9,9,8,9,8,9,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,9,9,8,8,8,9,8,8,8,8,8,8,9,8,9,8,9
Zc4h2,9,9,9,8,8,9,9,9,9,9,9,9,9,8,9,9,9,9,8,8,9,8,9,9,9,8,9,9,9,9,8,9,9,9,9,9,9,9,9
Nadk2,8,9,9,9,9,8,9,8,8,8,9,8,9,9,9,8,9,8,8,9,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8
Prkab2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8
Scrib,9,8,9,8,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9
Ap4s1,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,9,8,8,8,9,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8
Ncapd2,8,9,9,9,8,8,8,8,8,9,9,8,8,9,8,8,8,8,9,8,9,8,8,8,9,9,8,8,8,8,8,9,9,8,9,8,8,9,8
Cd320,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,8,9,8,9,9,9,9,9,8
Ikbip,9,8,9,8,9,8,8,9,8,9,9,8,9,8,9,9,8,9,8,9,8,8,8,9,9,8,8,8,9,9,8,9,8,9,8,8,8,9,8
Tnfsfm13,8,8,8,8,8,9,8,9,8,8,8,8,8,8,8,9,8,8,9,9,9,8,8,8,8,9,8,9,9,9,8,8,8,9,8,8,8,8,9
Mrps12,9,9,8,9,9,8,8,9,9,8,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,8,8,8,9,8,8,8,9,8
Borcs7,9,9,9,9,9,9,8,8,9,8,8,9,8,8,9,9,8,8,9,9,9,8,9,9,9,8,9,9,9,9,8,9,9,9,9,9,9,9,9
Svbp,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,9,8,8,8,9,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,9,8,8
Terf2,9,9,8,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,8,9,9,8,9,9,9,9,8,9,9,9,9,8,8,9,9
Tmem258,8,8,8,8,9,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,9,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8
Rpf2,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,9,9,8,8,8,8,8,8,8,8,8,8
Tymp,8,8,8,8,8,9,8,8,8,8,8,8,9,8,9,9,8,8,8,8,9,8,8,8,8,9,8,9,9,8,8,8,8,8,8,8,8,8,9
Hivep1,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8
Phf10,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,9,9,8,9,9,9,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,9,8
Dnttip1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Arl6ip6,9,8,8,8,8,9,8,9,8,9,8,9,8,8,9,9,8,9,9,9,8,9,8,9,8,9,9,8,8,8,8,8,8,9,8,9,8,9,9
Zfp703,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Acap3,9,8,8,9,9,8,8,8,9,9,9,8,9,8,9,8,9,9,8,9,9,9,8,8,9,9,9,9,9,9,8,8,8,9,8,8,8,9,8
Topbp1,9,9,9,9,9,9,8,8,8,9,9,8,8,9,9,9,9,8,9,8,8,9,8,9,9,9,8,8,8,8,8,9,9,8,8,8,9,9,9
Skp2,9,9,8,9,9,8,8,8,8,8,8,8,9,8,8,8,8,9,9,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,9,8,9,9,8
Btbd7,8,8,9,8,9,9,9,8,9,9,9,9,9,9,9,8,8,9,9,9,8,8,9,9,9,9,9,9,9,9,8,8,9,9,8,8,8,9,9
Ube2d-ps,9,8,9,9,9,8,8,8,8,8,8,9,8,8,8,8,9,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Nme3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,8,9,9,9,9,9,9,9,9,8,8,8,8,9,9,8,9,8
Atp1a3,8,9,9,8,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Mmd,8,8,8,8,8,8,9,9,8,9,9,9,9,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Zfp955a,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8
Aste1,8,8,8,8,9,8,9,8,8,9,8,8,8,8,8,8,9,8,9,8,8,9,8,9,8,8,8,8,8,8,8,9,8,8,9,8,8,8,8
4632415L05Rik,8,9,8,9,9,9,9,8,9,8,8,9,9,8,9,9,8,9,9,9,9,8,9,8,9,9,9,8,9,9,8,8,8,8,9,8,9,8,8
Fbxo33,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Klhdc2,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8
Smc2,9,9,8,8,9,9,8,9,8,9,9,8,8,8,8,9,9,8,8,8,9,9,8,9,9,8,8,8,9,9,8,9,9,8,8,8,9,8,8
Pdp1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,9,8,9
Mnt,8,8,8,8,8,9,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Coq10b,9,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,9,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8
Zfp119b,8,8,8,9,8,8,8,8,9,8,9,8,8,9,9,8,8,8,9,9,8,8,8,8,8,8,9,8,9,9,8,8,9,9,9,8,8,8,9
Tipin,9,9,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,9,8,8,8,8,9,8,8,9,8,8,9,8,8,9,9,8,8,8,9,8,9
Srek1ip1,8,8,8,8,8,8,8,8,8,9,8,8,9,8,9,8,8,9,8,8,9,9,9,9,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8
Lrrc56,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Ccdc61,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Ero1lb,8,8,8,8,8,8,8,8,9,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Lamtor3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Oxsm,8,9,8,8,9,9,8,8,9,9,8,9,8,9,8,9,9,8,8,8,8,8,9,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8
Coq4,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Uqcr10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Haao,8,8,9,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,9,8,9,9,8,9,8,9,8,9,8,8,9,9,8
Tada2a,8,8,8,8,9,9,9,9,8,9,9,8,8,9,8,9,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Ifi209,9,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,9,9,9,9,9,9
Efemp2,9,9,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8
Gm6583,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8
Pigt,9,9,9,8,9,9,9,9,9,9,9,9,8,9,9,9,9,8,9,9,9,8,8,9,9,8,9,9,9,9,8,9,9,9,9,9,9,9,9
Thap12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Zfand3,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Ccdc174,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8
Setdb2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Pigyl,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9130019O22Rik,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9
Tpk1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Cd151,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8
Auh,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,9,8
Tsfm,8,8,8,8,9,8,8,8,8,8,9,8,8,8,9,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9
Ak6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8
Prss36,8,8,9,8,8,8,8,9,8,8,9,8,8,8,8,8,9,8,8,9,9,9,9,9,9,8,8,9,8,8,8,8,8,9,9,9,8,8,9
Cox7a2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Armc6,9,9,8,8,9,9,9,8,8,9,9,9,9,9,9,8,9,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,9,8,9,8,8
Maz,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
